p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
SLC9A3R2	7.19213425637384e-245	1.87207439339152	0.899	0.183	9.50656306007494e-241	SLC9A3R2
RAMP2	9.80682536933999e-224	1.61870894812242	0.956	0.195	1.29626617731936e-219	RAMP2
ICAM2	4.25670757995743e-193	1.20532304661644	0.798	0.166	5.62651607918773e-189	ICAM2
CLEC14A	7.85819407488382e-181	1.304720845898	0.855	0.118	1.03869609281814e-176	CLEC14A
IFI27	9.48174458159013e-180	1.88258536626763	0.952	0.222	1.25329699879458e-175	IFI27
TM4SF1	3.06143047041176e-178	1.63018270249979	0.917	0.307	4.04659879579027e-174	TM4SF1
PODXL	1.91579448490015e-170	0.870136164791986	0.658	0.032	2.53229715014102e-166	PODXL
SRP14	8.10575749110001e-163	0.955227641135914	1	0.937	1.0714190251736e-158	SRP14
IGFBP3	6.37570624398099e-161	1.53486415236854	0.64	0.067	8.42740851329407e-157	IGFBP3
ID1	4.6007136438711e-158	1.72938805924787	0.952	0.276	6.08122329446882e-154	ID1
PECAM1	1.38362303350188e-152	1.21649424003384	0.947	0.209	1.82887292568279e-148	PECAM1
PALMD	7.67824979638749e-148	0.883753149082058	0.697	0.078	1.0149110580865e-143	PALMD
SEMA3G	2.46230555809331e-143	0.563815558625775	0.412	0.003	3.25467548668774e-139	SEMA3G
BST2	1.56568911792039e-141	0.972650566627303	0.89	0.381	2.06952787606717e-137	BST2
STOM	1.61598517082476e-137	0.979787874233835	0.877	0.414	2.13600919879617e-133	STOM
GJA5	2.14414231512506e-134	0.848554810032993	0.518	0.032	2.83412731213231e-130	GJA5
FAM107A	1.01450698957171e-127	0.888889947402267	0.667	0.095	1.34097533881588e-123	FAM107A
EDN1	1.83928621483374e-127	1.98923322670868	0.39	0.015	2.43116851876724e-123	EDN1
CDH5	8.48668357580829e-116	0.694745560454563	0.579	0.06	1.12176983505034e-111	CDH5
NPDC1	1.17830556412436e-114	0.932919195174412	0.921	0.326	1.55748429465958e-110	NPDC1
HEY1	3.0919072553467e-114	0.702259119346213	0.404	0.012	4.08688301011727e-110	HEY1
MECOM	5.89892607148265e-108	0.515633826567296	0.456	0.024	7.79720048128577e-104	MECOM
PTPRB	2.55778766509653e-105	0.557457559838583	0.544	0.044	3.3808837357246e-101	PTPRB
RHOB	2.19634530021396e-101	1.02964852498439	0.833	0.372	2.90312921782281e-97	RHOB
FKBP1A	1.18869577713322e-97	0.828025258858642	0.969	0.65	1.57121807821469e-93	FKBP1A
MYCT1	4.14980523329873e-97	0.499214519879456	0.531	0.043	5.48521255737427e-93	MYCT1
CLDN5	5.86665758705892e-97	1.58629894311767	0.697	0.123	7.75454799857448e-93	CLDN5
GJA4	6.73435009633219e-96	0.941594753680146	0.539	0.08	8.90146395733189e-92	GJA4
MMRN2	1.40918809563169e-94	0.720144149073397	0.711	0.114	1.86266482480597e-90	MMRN2
EPAS1	1.74778755757089e-91	0.873317670196839	0.877	0.357	2.3102255935972e-87	EPAS1
EFNB2	6.95483182309326e-91	0.49843653065388	0.417	0.024	9.19289670376468e-87	EFNB2
PLPP1	2.42917974242159e-89	0.833961047697383	0.702	0.267	3.21088978353285e-85	PLPP1
BMX	6.03513809505849e-88	0.577979466141286	0.333	0.012	7.97724553404832e-84	BMX
ARL15	7.5913617567021e-88	0.487434147639024	0.368	0.03	1.00342619700088e-83	ARL15
CAV1	1.7650631534618e-87	1.01261329729854	0.921	0.414	2.3330604762458e-83	CAV1
SOX17	3.01866942351784e-87	0.778078834096325	0.548	0.056	3.99007724400589e-83	SOX17
EGFL7	4.40873523929669e-87	0.757703805231629	0.811	0.193	5.82746623930236e-83	EGFL7
CRIP2	1.21058726368184e-86	0.892399923849218	0.952	0.469	1.60015424513466e-82	CRIP2
GIMAP7	3.0688483424501e-86	0.827651062725564	0.68	0.165	4.05640373905055e-82	GIMAP7
RNASE1	1.12134061876565e-85	0.348419974541331	0.917	0.293	1.48218802988443e-81	RNASE1
BMP4	2.66322924854833e-84	0.658648649442503	0.254	0.069	3.52025642073118e-80	BMP4
KCTD12	6.39552570421325e-83	0.739897461849234	0.636	0.19	8.45360587582907e-79	KCTD12
PPA1	9.46786248641929e-83	0.663238089663498	0.689	0.367	1.2514620634549e-78	PPA1
NOTCH4	1.0465570588925e-79	0.470311622541725	0.465	0.045	1.38333912044411e-75	NOTCH4
MTUS1	1.10126450380003e-79	0.569005091830938	0.513	0.098	1.45565142112287e-75	MTUS1
EMCN	5.3205697967816e-78	0.658786459686515	0.618	0.099	7.03272915738591e-74	EMCN
ANXA3	2.08174754131299e-77	0.47762218365633	0.439	0.037	2.75165390010751e-73	ANXA3
GNG11	7.57218886055935e-77	0.888562311778029	0.794	0.375	1.00089192358873e-72	GNG11
TMSB10	4.86571161495189e-76	0.898759237949211	1	0.987	6.43149761264341e-72	TMSB10
MAST4	1.83604686736557e-75	0.555971230248636	0.509	0.09	2.42688674928382e-71	MAST4
JAM2	8.16460866565147e-75	0.613567620448289	0.596	0.117	1.07919797342581e-70	JAM2
HYAL2	3.29998531283512e-74	0.798317139010129	0.772	0.2	4.36192058650546e-70	HYAL2
TSPAN7	5.67736104567736e-71	0.731119360950024	0.654	0.135	7.50433583017634e-67	TSPAN7
TIE1	4.89324053308664e-68	0.508358978272704	0.456	0.059	6.46788533663391e-64	TIE1
ESAM	9.53946285542188e-68	0.729848737149599	0.794	0.278	1.26092620022966e-63	ESAM
ADGRL4	1.87923681947134e-67	0.651435152807038	0.627	0.125	2.48397522797721e-63	ADGRL4
SHE	3.14141651061392e-67	0.441989228220262	0.43	0.055	4.15232434372949e-63	SHE
GIMAP1	7.61911370643156e-67	0.538798245379143	0.526	0.108	1.00709444971612e-62	GIMAP1
ADAM15	1.65845978539447e-66	0.673451543734935	0.697	0.202	2.19215214433442e-62	ADAM15
AIF1L	2.60050073891431e-65	0.435985617718712	0.417	0.05	3.43734187669693e-61	AIF1L
MALL	2.70307677891141e-64	0.60847234158305	0.526	0.092	3.5729268863651e-60	MALL
BCAM	9.84276234860792e-64	0.68531359216022	0.829	0.287	1.30101632723899e-59	BCAM
RHOC	1.93473738727022e-63	0.662898666709689	0.899	0.614	2.55733587849377e-59	RHOC
TMEM100	2.72037485122369e-63	0.825766709286272	0.338	0.036	3.59579147834748e-59	TMEM100
MYL12B	7.37517585521091e-63	0.540677289230548	0.943	0.845	9.74850744541778e-59	MYL12B
ASS1	1.55266376376322e-61	0.47320096289333	0.509	0.094	2.05231096294223e-57	ASS1
VWF	1.7347179267632e-61	0.88642573158451	0.64	0.148	2.2929501555956e-57	VWF
GATA2	9.13687622078138e-61	0.452625038557448	0.408	0.046	1.20771229886288e-56	GATA2
HEG1	2.44452658175955e-59	0.543458856686868	0.531	0.109	3.23117523576977e-55	HEG1
GIMAP4	8.56111459733466e-59	0.646109519791145	0.618	0.196	1.1316081274757e-54	GIMAP4
PLLP	6.09475290678442e-58	0.323461760041954	0.298	0.017	8.05604439218765e-54	PLLP
CAPZA2	2.89057462171475e-57	0.565168897629818	0.811	0.534	3.82076153498255e-53	CAPZA2
HSPG2	4.47179760766117e-57	0.679497514736992	0.575	0.209	5.91082207780654e-53	HSPG2
ACE	1.22161432073456e-56	0.294898394791756	0.254	0.011	1.61472980914694e-52	ACE
KCNJ2	1.90037117427004e-56	0.367156335698647	0.241	0.013	2.51191061815013e-52	KCNJ2
RDX	2.264670270204e-56	0.600512004801368	0.645	0.282	2.99344116315564e-52	RDX
KLF2	4.96089444181012e-56	0.77069087756235	0.636	0.262	6.55731027318462e-52	KLF2
IFITM3	8.98041976084578e-56	0.721023316742851	1	0.926	1.18703188398859e-51	IFITM3
CYYR1	1.14862910239237e-55	0.510050686690844	0.522	0.097	1.51825794754223e-51	CYYR1
S100A4	1.63660037182292e-55	-1.53463546446037	0.412	0.768	2.16325837147554e-51	S100A4
S1PR1	5.9207486339681e-55	0.475119833651358	0.491	0.086	7.82604554437904e-51	S1PR1
ID3	1.18607139567845e-54	0.865666309673381	0.899	0.552	1.56774917080777e-50	ID3
LAP3	8.73832156772967e-54	0.575348776175259	0.662	0.297	1.15503134482251e-49	LAP3
JAG2	1.43200313698809e-53	0.268067889821221	0.246	0.012	1.89282174647086e-49	JAG2
LDB2	9.7322265711052e-53	0.513103453880672	0.557	0.123	1.28640570816868e-48	LDB2
OCIAD2	2.07249992977343e-51	0.456778372839755	0.504	0.13	2.73943040717452e-47	OCIAD2
MCTP1	1.54775385192889e-50	0.347649539397627	0.325	0.046	2.0458210414796e-46	MCTP1
CCDC85B	3.72632481301831e-50	0.585710243309963	0.851	0.483	4.9254561378476e-46	CCDC85B
S100A16	6.56966448180988e-50	0.572630457513924	0.706	0.268	8.6837825120563e-46	S100A16
RAC1	1.60777075647444e-49	0.517587187130602	0.978	0.843	2.12515138590792e-45	RAC1
MRPL33	3.8566434820084e-49	0.512108792642423	0.737	0.427	5.0977113545187e-45	MRPL33
RBP7	4.77714244271874e-49	0.673713001809956	0.509	0.108	6.31442688078563e-45	RBP7
SRGN	1.1574542642631e-48	0.456677821593424	0.956	0.532	1.52992304650297e-44	SRGN
IFITM2	1.7739359485655e-48	0.583084508376521	0.996	0.872	2.34478853681388e-44	IFITM2
TSPAN2	3.71954534652391e-48	0.37608358426221	0.377	0.059	4.91649503903531e-44	TSPAN2
MDK	4.73435742500531e-48	0.593993165093412	0.539	0.173	6.25787364437202e-44	MDK
PLVAP	6.03895800407752e-48	0.354753338529716	0.548	0.162	7.98229468978967e-44	PLVAP
LMCD1	7.88346900854317e-48	0.64328642104455	0.566	0.2	1.04203693354924e-43	LMCD1
TAGLN2	9.94418878167686e-48	0.582174390166232	0.947	0.725	1.31442287316205e-43	TAGLN2
ASRGL1	1.87695079700708e-46	0.307179402844353	0.325	0.037	2.48095356348396e-42	ASRGL1
LTC4S	6.10862051407031e-46	0.498182217425379	0.482	0.152	8.07437459549814e-42	LTC4S
DOCK9	1.58555897991434e-44	0.305183394197638	0.311	0.04	2.09579185965077e-40	DOCK9
PROCR	5.0392784895348e-43	0.630930509338599	0.373	0.126	6.6609183074671e-39	PROCR
MGST2	1.21511555518691e-42	0.472415478601903	0.662	0.259	1.60613974084606e-38	MGST2
SOX18	7.40874710085234e-42	0.480138034136903	0.386	0.069	9.79288191790662e-38	SOX18
MT-CO1	2.10809789483548e-41	-0.764044410764474	0.978	0.992	2.78648379739353e-37	MT-CO1
EFNA1	2.34024822648442e-41	0.422928884967764	0.439	0.1	3.09334010576711e-37	EFNA1
PDLIM1	3.364724500657e-41	0.57651771308413	0.816	0.395	4.44749284496843e-37	PDLIM1
THSD7A	4.05633145500719e-41	0.278267661983188	0.276	0.028	5.36165891722851e-37	THSD7A
TCF4	9.13157973323777e-41	0.532549713623256	0.697	0.332	1.20701220913937e-36	TCF4
ARHGAP29	2.7356593737996e-40	0.447182490854124	0.561	0.18	3.6159945602883e-36	ARHGAP29
GIMAP6	3.18791894840161e-40	0.357862537403032	0.399	0.083	4.21379126599725e-36	GIMAP6
SSFA2	3.35618313153538e-40	0.311551200342061	0.386	0.079	4.43620286326346e-36	SSFA2
POMP	5.78040959519017e-40	0.490762767647946	0.855	0.63	7.64054540292236e-36	POMP
GIPC2	1.15077906535837e-39	0.269885929178088	0.276	0.031	1.5210997685907e-35	GIPC2
FXYD1	1.24277118560698e-39	-0.718046844081444	0.031	0.395	1.64269495313531e-35	FXYD1
MPZL2	2.21028306277718e-39	0.572647951714177	0.443	0.1	2.92155215237887e-35	MPZL2
B2M	4.15984553060177e-39	0.48237842613448	1	1	5.49848382234942e-35	B2M
PKN3	6.66713836741608e-39	0.267761420428464	0.254	0.027	8.81262349405057e-35	PKN3
ENG	3.29424092268949e-38	0.625821673641775	0.794	0.421	4.35432765161097e-34	ENG
SWAP70	9.89482853899315e-38	0.432979749406465	0.531	0.202	1.30789843628411e-33	SWAP70
NRN1	1.11739229793078e-37	0.347859986835223	0.425	0.096	1.47696913940491e-33	NRN1
