p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
RNASE1	0	2.7695364432926	1	0.288	0	RNASE1
LYVE1	0	1.93216060520912	0.936	0.065	0	LYVE1
F13A1	0	1.78954850979991	0.925	0.101	0	F13A1
BLVRB	0	1.36864057127186	0.975	0.358	0	BLVRB
FCGRT	1.96242642362991e-311	1.30759278781726	0.989	0.561	2.59393524675401e-307	FCGRT
FOLR2	9.58618557808032e-278	1.75164310327545	0.975	0.126	1.26710200971066e-273	FOLR2
LGMN	2.31176942804381e-274	1.46123444397844	0.922	0.28	3.05569682998831e-270	LGMN
SEPP1	8.77288764773726e-268	1.79625714408044	0.982	0.581	1.15960028927791e-263	SEPP1
S100A9	4.9304153754729e-267	2.19220262206295	0.925	0.137	6.51702304330009e-263	S100A9
C1QA	2.07982211118359e-263	2.22278605885676	0.996	0.229	2.74910886656247e-259	C1QA
C1QB	1.02594841040429e-248	2.1041953240791	0.996	0.219	1.35609860887239e-244	C1QB
CTSZ	2.15634711218713e-239	1.20722715423019	0.879	0.246	2.85025961288895e-235	CTSZ
C1QC	1.60717980814812e-233	1.88228552405071	0.996	0.183	2.12437027041018e-229	C1QC
VAMP8	9.08444830492493e-226	1.32668195603122	0.975	0.245	1.20078237694498e-221	VAMP8
MS4A4A	1.49754026547167e-217	1.35374374132572	0.925	0.123	1.97944872290046e-213	MS4A4A
NPC2	2.80662582878983e-211	1.16140283062778	1	0.715	3.70979802049439e-207	NPC2
AIF1	2.34552037417276e-207	1.55730785146489	0.993	0.201	3.10030883058155e-203	AIF1
FCER1G	1.50820023158202e-204	1.59525930477803	0.996	0.227	1.99353906610511e-200	FCER1G
CTSB	1.22171977457247e-202	1.41286734055231	0.993	0.42	1.61486919802989e-198	CTSB
CD163	9.68278531264925e-192	1.14892714057318	0.875	0.119	1.27987056262598e-187	CD163
CTSC	2.65142664069098e-189	1.16212332987932	0.854	0.315	3.50465573366534e-185	CTSC
TYROBP	6.53806642848976e-188	1.43682094293472	1	0.247	8.64201620517777e-184	TYROBP
FTH1	3.78762474001072e-183	1.18592490946058	1	1	5.00648238134617e-179	FTH1
ATP5E	6.86287623306627e-183	0.877568537383834	0.996	0.953	9.07134980486699e-179	ATP5E
PLTP	2.6737704904684e-182	1.53338777687073	0.932	0.315	3.53418983430113e-178	PLTP
MRC1	1.19683895628271e-181	0.934908875762675	0.819	0.09	1.58198173241448e-177	MRC1
STAB1	4.26634355763745e-178	1.05490903791085	0.801	0.123	5.63925291448518e-174	STAB1
VSIG4	1.79556324381439e-177	1.35819610843152	0.897	0.151	2.37337549567385e-173	VSIG4
CD68	1.86581190756973e-177	1.21902660563346	0.957	0.227	2.46623017942567e-173	CD68
CD14	1.70280212229232e-175	1.33166958775734	0.989	0.25	2.25076384524599e-171	CD14
DAB2	3.1258107596332e-167	0.979712942647482	0.762	0.231	4.13169666208317e-163	DAB2
FCGR2B	3.78401731037328e-162	0.963002169083689	0.747	0.085	5.0017140808514e-158	FCGR2B
CYBB	4.75574571678079e-160	0.964350371937244	0.776	0.112	6.28614468844084e-156	CYBB
CLEC4G	1.49089371490449e-141	0.605909624631927	0.395	0.007	1.97066331236075e-137	CLEC4G
CYBA	1.29177056799485e-140	1.07144261300228	0.996	0.62	1.70746233677559e-136	CYBA
EMB	2.51111286032568e-140	0.730279526225466	0.637	0.087	3.31918897877849e-136	EMB
LY96	9.09328715796262e-140	0.880457406161593	0.811	0.243	1.2019506965395e-135	LY96
EMP3	1.15513293630846e-138	0.970078705500507	0.911	0.531	1.52685471521252e-134	EMP3
CST3	4.97016167987751e-138	1.17014057137354	1	0.954	6.5695597084621e-134	CST3
SRGN	2.54181856713908e-137	1.27372798195255	0.982	0.529	3.35977578204443e-133	SRGN
CTSL	8.34835784015989e-137	0.990741033654748	0.808	0.372	1.10348593931233e-132	CTSL
PEPD	1.68344527156239e-133	0.641983654940581	0.637	0.255	2.22517795995117e-129	PEPD
TMSB10	6.41540357069837e-124	0.956786564983068	1	0.987	8.47988043974911e-120	TMSB10
NINJ1	1.66687865567521e-120	0.816874390626065	0.772	0.243	2.20328020707149e-116	NINJ1
OAZ1	9.50026949550707e-118	0.678078762363947	0.996	0.957	1.25574562191612e-113	OAZ1
CTSS	1.15492805296969e-116	0.887682833378584	0.893	0.26	1.52658390041534e-112	CTSS
TFRC	1.5493065674469e-116	0.708999491618541	0.584	0.093	2.04787342085131e-112	TFRC
TGFBI	2.23698591906038e-115	0.931820829233848	0.829	0.234	2.956847987814e-111	TGFBI
MS4A7	1.58295790396891e-110	0.77533154094926	0.719	0.125	2.0923537574661e-106	MS4A7
ALOX5AP	2.30413747465046e-110	0.916313214502311	0.836	0.209	3.04560891399297e-106	ALOX5AP
S100A4	2.54337696749531e-107	1.20398039514453	0.964	0.757	3.3618356756353e-103	S100A4
GPX1	7.54967142988907e-107	0.869166979314937	0.979	0.607	9.97915569602738e-103	GPX1
SPI1	1.80655270350751e-106	0.666647747545571	0.762	0.16	2.38790136349622e-102	SPI1
C5AR1	6.9896662601195e-106	0.745650083730709	0.669	0.109	9.23894086262595e-102	C5AR1
RPL3	1.58001018684381e-104	-0.757888190565772	0.996	1	2.08845746497014e-100	RPL3
SERF2	6.41791131702635e-102	0.596931726974268	1	0.992	8.48319517884542e-98	SERF2
ATP6V0B	5.96147006652678e-101	0.710775716105271	0.883	0.449	7.8798711339351e-97	ATP6V0B
PFN1	8.05368353866577e-101	0.723371158901309	1	0.944	1.06453589014084e-96	PFN1
AP2S1	2.15056939413931e-99	0.69898681609638	0.815	0.412	2.84262262517335e-95	AP2S1
TTYH3	7.91908904745355e-97	0.527343189099567	0.463	0.057	1.04674519029241e-92	TTYH3
CLEC10A	4.81702226930342e-94	0.5548110972564	0.498	0.053	6.36714003556527e-90	CLEC10A
ARPC3	1.43607020973649e-93	0.687074572314645	0.954	0.68	1.89819760322969e-89	ARPC3
FPR1	7.17766927894866e-88	0.630058145938037	0.648	0.126	9.48744325291434e-84	FPR1
LAPTM5	1.1802645538876e-87	0.487292815265845	0.883	0.316	1.56007368732863e-83	LAPTM5
HPGDS	6.44709235014639e-87	0.561309481145262	0.473	0.051	8.5217666684235e-83	HPGDS
MALAT1	4.27306669815873e-86	-0.83181695493753	1	0.999	5.64813956162621e-82	MALAT1
IGFBP7	7.05705642824722e-86	-2.33058976675632	0.669	0.88	9.32801718685718e-82	IGFBP7
UCP2	2.42282478455057e-84	0.6952874113477	0.69	0.184	3.20248980021895e-80	UCP2
BRI3	8.39593123545865e-84	0.608416078336226	0.701	0.285	1.10977419070292e-79	BRI3
ATP5J2	2.23730112057889e-83	0.589636794705005	0.843	0.532	2.95726462118118e-79	ATP5J2
SPARCL1	3.35999894111765e-83	-1.62781718139576	0.317	0.753	4.44124660036931e-79	SPARCL1
TMSB4X	7.91887069503625e-83	0.746169991691732	1	0.998	1.04671632846989e-78	TMSB4X
CSF1R	2.58215248154957e-81	0.554348263101173	0.637	0.136	3.41308915011223e-77	CSF1R
EEF2	1.6971339338113e-79	-0.706155687991284	0.804	0.971	2.24327163371178e-75	EEF2
GMFG	8.26761000026738e-78	0.682161036695212	0.822	0.322	1.09281268983534e-73	GMFG
SIGLEC1	9.23708989511501e-77	0.328764723831836	0.313	0.018	1.2209585423363e-72	SIGLEC1
SNX2	1.06149441376216e-75	0.548943427173922	0.673	0.303	1.40308331611082e-71	SNX2
TMEM176B	5.30877065464125e-75	0.75799418145196	0.79	0.274	7.0171330513048e-71	TMEM176B
BLVRA	1.20289300552218e-74	0.497141139505556	0.598	0.21	1.58998397469922e-70	BLVRA
PTRF	2.04828917064273e-74	-0.8730021945056	0.057	0.562	2.70742862575555e-70	PTRF
ARL4C	3.14151014589344e-74	0.514392578339528	0.431	0.064	4.15244811084195e-70	ARL4C
CLTA	4.95943484980417e-74	0.55608318072879	0.776	0.493	6.55538098447115e-70	CLTA
CNN3	1.1532102714788e-73	-0.95681150456108	0.057	0.562	1.52431333684068e-69	CNN3
MAF	1.16098193752358e-72	0.518287679987531	0.516	0.096	1.53458592501867e-68	MAF
TSPO	2.21272466603718e-72	0.575460248422226	0.861	0.599	2.92477946356794e-68	TSPO
POLR2L	1.21425702320835e-71	0.573742523455412	0.925	0.77	1.6050049332768e-67	POLR2L
GPR34	2.55114583150359e-71	0.512269346942138	0.527	0.095	3.37210456008145e-67	GPR34
LST1	1.60746030402191e-70	0.47737008612965	0.626	0.159	2.12474102985617e-66	LST1
MSR1	2.3456034741832e-70	0.489880825675311	0.587	0.131	3.10041867217535e-66	MSR1
C3AR1	2.92532606541158e-69	0.483442875538771	0.562	0.118	3.86669599326103e-65	C3AR1
THEMIS2	4.27899366646746e-66	0.541801793684128	0.612	0.151	5.65597382833668e-62	THEMIS2
CD63	5.99909797045571e-65	0.565606262647047	1	0.972	7.92960769734836e-61	CD63
CD36	1.57690088480717e-64	0.485332896261911	0.502	0.096	2.08434758953812e-60	CD36
CREG1	1.94744629679612e-64	0.529844827859551	0.633	0.29	2.57413451510511e-60	CREG1
HBEGF	3.15041409942988e-64	0.606500500787445	0.484	0.096	4.16421735662641e-60	HBEGF
PSAP	3.58600720794263e-64	0.566455454944508	1	0.911	4.73998432745857e-60	PSAP
SELM	4.1782889784594e-64	-0.9223095971397	0.313	0.722	5.52286237172764e-60	SELM
SAT1	2.30942563243222e-63	0.714518406929571	0.972	0.697	3.05259880094891e-59	SAT1
MT-ATP6	4.79191946268307e-63	0.575261827966837	1	0.98	6.33395914577448e-59	MT-ATP6
CALD1	4.82104712850301e-63	-1.35392473751358	0.153	0.605	6.37246009445528e-59	CALD1
CLTC	2.28514666379518e-62	0.439959219601881	0.544	0.178	3.02050686020447e-58	CLTC
CTSD	5.31603193585861e-61	0.617755516993185	0.922	0.613	7.02673101281792e-57	CTSD
CD9	2.87085822217834e-60	-0.967254809299526	0.214	0.669	3.79470039807533e-56	CD9
HCST	6.7747465554251e-60	0.602091766079676	0.712	0.238	8.9548599969609e-56	HCST
TIMP3	9.22878287650794e-60	-1.30126966865217	0.1	0.546	1.21986052061682e-55	TIMP3
SPARC	2.98377790627577e-59	-0.964079074086193	0.068	0.512	3.94395763651531e-55	SPARC
S100A8	9.1168625475233e-59	0.979310709292517	0.409	0.065	1.20506689153163e-54	S100A8
PLEK	2.46789280937502e-58	0.464939714737484	0.459	0.087	3.2620607154319e-54	PLEK
METRNL	6.57065635162401e-58	0.406937129125119	0.438	0.089	8.68509356557662e-54	METRNL
MPEG1	1.52221152062706e-57	0.41207040791936	0.423	0.072	2.01205918796485e-53	MPEG1
MAMDC2	1.69274690615675e-57	0.458285296576045	0.423	0.083	2.23747286055799e-53	MAMDC2
HMOX1	5.55222659671829e-57	0.430265043562674	0.463	0.09	7.33893311554224e-53	HMOX1
CPE	1.50784109464907e-56	-0.931774988207029	0.028	0.432	1.99306435890714e-52	CPE
COL6A2	1.65831836556717e-56	-1.00901590349021	0.05	0.468	2.19196521560669e-52	COL6A2
CLU	1.65850309597868e-56	-1.73386151840658	0.381	0.722	2.19220939226461e-52	CLU
ARPC5	1.80948925936105e-56	0.527612616937932	0.843	0.581	2.39178290302343e-52	ARPC5
COLEC12	6.01351173644235e-56	0.417445078987207	0.448	0.102	7.9486598132295e-52	COLEC12
SOD3	9.64797272233738e-55	-1.08364531848256	0.039	0.444	1.27526903443856e-50	SOD3
NCF1	1.10722542594504e-54	0.605399288646277	0.395	0.107	1.46353056801415e-50	NCF1
ZFP36L1	1.17183784050439e-54	0.601891924470892	0.836	0.606	1.5489352575787e-50	ZFP36L1
UQCR11	1.39340863315839e-54	0.457059624329045	0.918	0.788	1.84180753130876e-50	UQCR11
CAV1	1.65114342707928e-54	-0.869493093786292	0.032	0.433	2.18248138191339e-50	CAV1
YBX1	8.71477669745976e-54	0.474203480365511	0.993	0.95	1.15191918387023e-49	YBX1
MFGE8	1.38318171464118e-52	-1.29573794262761	0.075	0.487	1.82828959041272e-48	MFGE8
COX6B1	1.95520796012366e-52	0.444521673222385	0.886	0.746	2.58439388169145e-48	COX6B1
GSN	3.00378284361861e-52	-2.00743780339339	0.712	0.906	3.97040016269508e-48	GSN
TAGLN2	4.94783402151711e-52	0.584293280309413	0.883	0.726	6.54004700964131e-48	TAGLN2
RHOA	8.05021120352446e-52	0.429493948874609	0.922	0.809	1.06407691688186e-47	RHOA
FUCA1	1.66954808237359e-51	0.435063679195566	0.527	0.158	2.20680865528141e-47	FUCA1
CFL1	2.2816974582376e-51	0.471032334832031	0.993	0.964	3.01594770029845e-47	CFL1
MAFB	8.37160690590544e-51	0.506314262617499	0.68	0.243	1.10655900082258e-46	MAFB
IL10	1.19217622555173e-50	0.437943267969436	0.288	0.03	1.57581853493428e-46	IL10
RBPJ	1.32196025395313e-50	0.505310491247438	0.641	0.325	1.74736706367524e-46	RBPJ
MT-ND1	1.75039378142073e-50	0.499802674538951	0.993	0.968	2.31367050028192e-46	MT-ND1
NNMT	2.21916965700751e-50	-1.09290193080266	0.171	0.58	2.93329845263253e-46	NNMT
BCAT1	3.9222626799191e-50	0.325907758451723	0.384	0.066	5.18444681031706e-46	BCAT1
SNX6	8.38675866939829e-50	0.452422605106318	0.619	0.283	1.10856176092107e-45	SNX6
PYCARD	2.68814974379483e-49	0.460162979531156	0.591	0.186	3.55319633134801e-45	PYCARD
