p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
MFAP5	4.94065645841247e-324	2.37094385333179	0.992	0.143	6.5305597067296e-320	MFAP5
PCOLCE2	2.11216534301761e-291	2.02726632566577	0.988	0.179	2.79186015040068e-287	PCOLCE2
HTRA3	1.24188796564147e-285	1.9810760772961	0.956	0.119	1.64152751298489e-281	HTRA3
FBN1	8.27656282609033e-229	1.26694618691114	0.84	0.125	1.09399607435262e-224	FBN1
CFD	1.15313983524843e-217	2.03566138525838	0.988	0.628	1.52422023423137e-213	CFD
FSTL1	5.291469998407e-209	1.41161256790019	0.948	0.307	6.99426504389437e-205	FSTL1
UAP1	1.05939040405897e-195	1.38216409052581	0.904	0.225	1.40030223608514e-191	UAP1
GSN	9.44029361649932e-173	1.5215946808847	1	0.899	1.24781801022888e-168	GSN
IGFBP6	9.61160188063794e-172	1.62337105224702	0.996	0.554	1.27046153658272e-167	IGFBP6
MGST1	5.87700991608235e-171	1.27237150047532	0.976	0.187	7.76823170707765e-167	MGST1
DCN	6.97151000296061e-169	1.70286553029156	1	0.549	9.21494192191333e-165	DCN
FBLN2	1.42347143516936e-165	1.31680316035038	0.988	0.273	1.88154454300686e-161	FBLN2
S100A10	3.97125461073556e-164	1.08627508832843	1	0.752	5.24920434447027e-160	S100A10
ECM1	6.58500820818836e-164	0.988706460497045	0.776	0.119	8.70406384958337e-160	ECM1
TNXB	4.70421334009095e-161	1.0647971963974	0.872	0.176	6.21802919293222e-157	TNXB
GFPT2	1.05121797137341e-160	0.830522338111044	0.688	0.058	1.38949991456138e-156	GFPT2
SCARA5	1.29607837102481e-153	0.928169832345683	0.8	0.097	1.7131563908206e-149	SCARA5
SERPINF1	3.20450007706718e-147	1.37995022252408	0.988	0.328	4.2357082018674e-143	SERPINF1
CD34	1.55113456157914e-143	0.865403105250274	0.84	0.17	2.0502896634953e-139	CD34
F10	9.51070339249138e-143	0.852778367004787	0.708	0.1	1.25712477441951e-138	F10
CCDC80	3.62402814788526e-137	1.35958843665535	0.956	0.277	4.79024040587474e-133	CCDC80
DBN1	3.11181181015718e-136	0.755195356616866	0.744	0.158	4.11319285066576e-132	DBN1
ITM2A	6.48012407937468e-135	1.11123182181595	0.964	0.349	8.56542800811745e-131	ITM2A
FBLN1	1.44464523692347e-130	1.30518522672898	0.98	0.341	1.90953207416545e-126	FBLN1
