p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
C1QB	0	2.40749319197461	0.93	0.131	0	C1QB
C1QC	0	2.3975249719338	0.937	0.089	0	C1QC
C1QA	0	2.34146711210209	0.947	0.139	0	C1QA
CD74	0	2.28652031806675	1	0.754	0	CD74
CD14	0	2.10880646405685	0.947	0.162	0	CD14
TYROBP	0	2.10465890677078	0.997	0.152	0	TYROBP
FCER1G	0	2.01404031215554	0.987	0.13	0	FCER1G
AIF1	0	1.91517812299376	0.989	0.101	0	AIF1
CCL3	0	1.77070996547627	0.525	0.085	0	CCL3
CTSB	0	1.73742833701034	0.971	0.351	0	CTSB
GPX1	0	1.68444541158047	0.989	0.558	0	GPX1
RGS1	0	1.66933920678225	0.76	0.087	0	RGS1
LAPTM5	0	1.58128963347135	0.982	0.229	0	LAPTM5
CCL4	0	1.50098995899462	0.534	0.11	0	CCL4
SEPP1	0	1.45576766025837	0.765	0.564	0	SEPP1
VSIG4	0	1.40215101580669	0.888	0.057	0	VSIG4
SRGN	0	1.38498395879166	0.988	0.471	0	SRGN
CD68	0	1.35807577276729	0.902	0.143	0	CD68
CXCL16	0	1.34673764428248	0.878	0.072	0	CXCL16
SAT1	0	1.28000264146994	0.984	0.66	0	SAT1
ALOX5AP	0	1.27570455201316	0.806	0.134	0	ALOX5AP
FOLR2	0	1.25111650992667	0.694	0.061	0	FOLR2
MS4A7	0	1.24806769296573	0.768	0.042	0	MS4A7
MSR1	0	1.21848225359357	0.817	0.037	0	MSR1
CTSD	0	1.20607299523048	0.838	0.587	0	CTSD
ITGB2	0	1.188092549891	0.874	0.115	0	ITGB2
CXCL3	0	1.18692206022128	0.435	0.045	0	CXCL3
HCST	0	1.17683335477476	0.883	0.151	0	HCST
VAMP8	0	1.15017752320414	0.93	0.16	0	VAMP8
SPI1	0	1.1459249470912	0.885	0.064	0	SPI1
CSF1R	0	1.13313405239025	0.839	0.041	0	CSF1R
LST1	0	1.12680013718317	0.875	0.061	0	LST1
FTH1	0	1.11573797856937	1	1	0	FTH1
IL1B	0	1.10932446208319	0.492	0.032	0	IL1B
MS4A4A	0	1.08840269433259	0.706	0.055	0	MS4A4A
CYBA	0	1.08449746121948	0.996	0.572	0	CYBA
MAFB	0	1.08301768272795	0.806	0.168	0	MAFB
NPC2	0	1.07488658141815	0.99	0.68	0	NPC2
TMSB4X	0	1.06183746988122	1	0.997	0	TMSB4X
CTSS	0	1.04636840954984	0.882	0.181	0	CTSS
IER3	0	1.0381479449533	0.76	0.213	0	IER3
CAPG	0	1.02752955864733	0.716	0.136	0	CAPG
IFIT2	0	1.01240223627485	0.456	0.041	0	IFIT2
GRN	0	1.00872666502942	0.892	0.389	0	GRN
PLAUR	0	1.00185768839434	0.755	0.133	0	PLAUR
RGS2	0	0.999540211187179	0.739	0.202	0	RGS2
RNASE6	0	0.978627720149015	0.764	0.061	0	RNASE6
MNDA	0	0.975141289640777	0.751	0.054	0	MNDA
SGK1	0	0.974416605411839	0.694	0.167	0	SGK1
C3AR1	0	0.970784220749649	0.735	0.035	0	C3AR1
RGS10	0	0.96357810686421	0.832	0.115	0	RGS10
VMO1	0	0.948909815678112	0.608	0.022	0	VMO1
CD163	0	0.939191304709062	0.701	0.05	0	CD163
ARPC3	0	0.929497039403807	0.98	0.641	0	ARPC3
CD83	0	0.918153700742503	0.611	0.057	0	CD83
FAM49B	0	0.917201109405731	0.822	0.128	0	FAM49B
ARRB2	0	0.909194931170205	0.828	0.088	0	ARRB2
FPR1	0	0.907875307980719	0.744	0.045	0	FPR1
CKLF	0	0.890651764331137	0.779	0.196	0	CKLF
PSAP	0	0.877475867932112	0.997	0.9	0	PSAP
GPR183	0	0.859212049301505	0.57	0.088	0	GPR183
GPR34	0	0.84121925790087	0.613	0.026	0	GPR34
HCLS1	0	0.837113079744825	0.787	0.126	0	HCLS1
PPT1	0	0.826999675093949	0.85	0.32	0	PPT1
COTL1	0	0.803473426471782	0.771	0.247	0	COTL1
FCGRT	0	0.795435702748861	0.938	0.514	0	FCGRT
C5AR1	0	0.786058202375676	0.642	0.042	0	C5AR1
LITAF	0	0.782644747451004	0.819	0.415	0	LITAF
CREM	0	0.781721819747178	0.715	0.26	0	CREM
THEMIS2	0	0.771529231711376	0.699	0.079	0	THEMIS2
TREM2	0	0.764699111404626	0.472	0.015	0	TREM2
YWHAH	0	0.746075464646028	0.798	0.42	0	YWHAH
CD86	0	0.734758296166519	0.652	0.034	0	CD86
LY86	0	0.73085155731784	0.668	0.049	0	LY86
TGFBI	0	0.727471297764334	0.779	0.166	0	TGFBI
PYCARD	0	0.720901538293651	0.716	0.115	0	PYCARD
ACSL1	0	0.720516579619686	0.615	0.086	0	ACSL1
CST3	0	0.715304677779864	0.999	0.948	0	CST3
CD53	0	0.713640230516591	0.772	0.147	0	CD53
MRC1	0	0.705909231110524	0.575	0.036	0	MRC1
RNF149	0	0.697217314433005	0.718	0.173	0	RNF149
CORO1A	0	0.692338972959536	0.757	0.185	0	CORO1A
LIPA	0	0.688386501484728	0.641	0.225	0	LIPA
SLCO2B1	0	0.686255579831107	0.593	0.047	0	SLCO2B1
IGSF21	0	0.683316523442703	0.565	0.007	0	IGSF21
F13A1	0	0.681949924474406	0.595	0.047	0	F13A1
SLC16A3	0	0.675248207910098	0.629	0.128	0	SLC16A3
PTPRE	0	0.671648118783749	0.615	0.077	0	PTPRE
CYBB	0	0.668814900830844	0.609	0.054	0	CYBB
PILRA	0	0.66871047755208	0.614	0.032	0	PILRA
CTSH	0	0.667729104478968	0.785	0.246	0	CTSH
RHOG	0	0.664216767943094	0.759	0.211	0	RHOG
ATP6V0B	0	0.662252516655361	0.864	0.396	0	ATP6V0B
CTSZ	0	0.657622944765168	0.695	0.194	0	CTSZ
STAB1	0	0.651113772688561	0.561	0.074	0	STAB1
UCP2	0	0.647083066082725	0.669	0.123	0	UCP2
HCK	0	0.643058424000914	0.603	0.031	0	HCK
PFN1	0	0.642552463827676	0.991	0.939	0	PFN1
TBXAS1	0	0.633152817224172	0.614	0.044	0	TBXAS1
HIF1A	0	0.630121195394132	0.728	0.276	0	HIF1A
IGSF6	0	0.627785712635317	0.476	0.021	0	IGSF6
LAIR1	0	0.625972177557456	0.598	0.036	0	LAIR1
TMSB10	0	0.623699346809262	1	0.985	0	TMSB10
LCP1	0	0.619586524188378	0.677	0.114	0	LCP1
RNF130	0	0.613231750862304	0.73	0.216	0	RNF130
GPSM3	0	0.608979036619449	0.716	0.152	0	GPSM3
GMFG	0	0.60173993365734	0.812	0.26	0	GMFG
FAM26F	0	0.591734675471391	0.52	0.035	0	FAM26F
ARPC1B	0	0.591546800789281	0.916	0.588	0	ARPC1B
HMOX1	0	0.587435093639332	0.483	0.039	0	HMOX1
