p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
BGN	0	1.87839910150965	0.994	0.423	0	BGN
AEBP1	0	1.54885894921978	0.975	0.356	0	AEBP1
FN1	1.67869564714835e-314	1.85593274913359	0.911	0.298	2.21889990640069e-310	FN1
MGP	3.53664618690441e-300	1.6466778461075	1	0.885	4.67473892985025e-296	MGP
COL1A2	1.14655116603304e-286	1.48755043527423	0.952	0.337	1.51551133126247e-282	COL1A2
SPARC	1.68728759368533e-278	1.31046171704169	0.963	0.481	2.23025674133328e-274	SPARC
TIMP1	3.25327748308701e-276	1.53923383325068	1	0.872	4.30018217714441e-272	TIMP1
LTBP1	2.3584366365647e-263	1.05714825777093	0.853	0.2	3.11738154621123e-259	LTBP1
LTBP2	4.09700825288045e-254	0.955811820903297	0.76	0.106	5.41542550865737e-250	LTBP2
VCAN	3.58106017130402e-245	1.32026208940022	0.876	0.233	4.73344533442966e-241	VCAN
PRELP	1.18280491567505e-242	1.42895483584683	0.944	0.355	1.56343153753928e-238	PRELP
EFEMP1	2.45578463014468e-237	1.39891845389689	0.923	0.324	3.24605612412523e-233	EFEMP1
DKK3	1.31749366034122e-236	1.19234149753831	0.87	0.218	1.74146312023902e-232	DKK3
COL1A1	6.14243465432393e-223	1.21897508101155	0.795	0.203	8.11907012608537e-219	COL1A1
PRSS23	1.58671198456856e-221	1.25834845185096	0.741	0.218	2.09731590120273e-217	PRSS23
FMOD	5.84168764295754e-201	0.938567069303002	0.778	0.183	7.72154272646127e-197	FMOD
COL6A2	1.11072948260195e-199	0.968660195535575	0.979	0.436	1.46816223010326e-195	COL6A2
OGN	1.16190957791701e-191	1.07689680255519	0.816	0.218	1.53581208009071e-187	OGN
CFH	9.75774611455652e-185	1.14657133799187	0.94	0.384	1.28977888142208e-180	CFH
COL6A1	3.79910729164157e-184	0.88546446898927	0.911	0.354	5.02166001809183e-180	COL6A1
SFRP4	1.25734618958313e-178	1.28280066969154	0.627	0.111	1.66196019339098e-174	SFRP4
COL3A1	4.10343515292014e-178	1.13628505198211	0.671	0.15	5.42392058512984e-174	COL3A1
IGFBP7	1.77171325897435e-170	1.14077955496738	1	0.87	2.3418505857123e-166	IGFBP7
OMD	1.33488108959986e-169	0.814981887084547	0.698	0.14	1.7644458242331e-165	OMD
CTGF	4.1754940017723e-165	1.62247505566987	0.882	0.476	5.51916797154263e-161	CTGF
PCOLCE2	1.88900549606072e-164	0.854112568381397	0.758	0.172	2.49688746469306e-160	PCOLCE2
FHL1	5.18322854367078e-163	1.01900942238093	0.919	0.412	6.85119148902403e-159	FHL1
RCN3	2.30434792089939e-162	0.65163119763971	0.756	0.198	3.04588708184481e-158	RCN3
NOV	9.91648103090119e-162	1.22386418766874	0.708	0.15	1.31076046266452e-157	NOV
LUM	1.45538905074583e-160	1.26665345115717	0.872	0.329	1.92373324727584e-156	LUM
ITGBL1	2.98234482238226e-158	0.763770579378895	0.52	0.092	3.94206338622487e-154	ITGBL1
EDIL3	4.63610782826251e-158	0.598090210681675	0.605	0.102	6.12800732739738e-154	EDIL3
THBS2	9.45143582953665e-152	0.77133530977346	0.694	0.167	1.24929078794815e-147	THBS2
AGT	1.16131069439528e-151	1.03141914487516	0.615	0.115	1.53502047585168e-147	AGT
MFGE8	3.14655048920494e-151	1.25143106361089	0.886	0.459	4.15911043663109e-147	MFGE8
ASPN	7.97759374862076e-150	1.05546337206901	0.652	0.141	1.05447834169269e-145	ASPN
CD9	4.46265723124252e-148	0.889926023884142	0.961	0.645	5.89874032825637e-144	CD9
GAS6	4.30327156577542e-145	1.15923407181322	0.865	0.472	5.68806435564195e-141	GAS6
COL8A1	1.7834458433722e-143	0.845030233258541	0.619	0.127	2.35735871576937e-139	COL8A1
EFEMP2	8.20266502238889e-143	0.641664812397979	0.739	0.229	1.08422826265936e-138	EFEMP2
FKBP10	4.35485914567594e-142	0.5941665390536	0.66	0.197	5.75625281875446e-138	FKBP10
HAPLN1	1.36032622682279e-136	0.415490762556452	0.387	0.029	1.79807920661437e-132	HAPLN1
SERPINE1	2.76532027506164e-135	0.999021627290588	0.48	0.065	3.65520033957647e-131	SERPINE1
PDLIM3	3.6181181017318e-132	0.722707294934584	0.803	0.262	4.78242850686909e-128	PDLIM3
ITGB1	3.76578630487512e-132	0.725044955763255	0.944	0.658	4.97761633778393e-128	ITGB1
LOXL1	1.30708241390625e-131	0.613234456048402	0.58	0.124	1.72770153470128e-127	LOXL1
IGFBP2	5.4303596126233e-128	1.37352791254598	0.598	0.218	7.17784933596547e-124	IGFBP2
FAP	6.43336349134173e-128	0.408584928205276	0.383	0.033	8.5036198628555e-124	FAP
S100A6	1.4846639413553e-127	0.732552654955342	1	0.971	1.96242879768343e-123	S100A6
EMILIN1	1.01715639877514e-126	0.636591965515831	0.673	0.189	1.34447732790098e-122	EMILIN1
FBLN5	7.00187678503045e-121	0.670314167804648	0.801	0.275	9.25508073445325e-117	FBLN5
F2R	1.79238228826507e-120	0.504312094791321	0.474	0.08	2.36917090862877e-116	F2R
COL14A1	3.07565531273306e-120	0.555318012560096	0.609	0.149	4.06540119237056e-116	COL14A1
CTHRC1	7.73965307804036e-120	0.774118708152417	0.482	0.109	1.02302734385538e-115	CTHRC1
FXYD1	7.75415344394036e-120	0.621409045594175	0.88	0.366	1.02494400222004e-115	FXYD1
FRZB	1.83650383446948e-119	0.942625781855165	0.754	0.249	2.42749076840176e-115	FRZB
PDGFD	1.16761873945086e-117	0.49998316406202	0.53	0.101	1.54335844980615e-113	PDGFD
TNFRSF11B	4.42608928318042e-116	1.13589494996189	0.445	0.072	5.85040481450788e-112	TNFRSF11B
NDUFA4L2	2.16755797498635e-115	1.0753431244226	0.685	0.217	2.86507813133696e-111	NDUFA4L2
SOD3	1.63051497215366e-112	0.596774195828625	0.911	0.414	2.15521469019271e-108	SOD3
MYH10	1.75516539832456e-111	0.549529954024717	0.615	0.151	2.3199776235054e-107	MYH10
IGFBP6	1.94810039202464e-110	0.824917463010284	0.948	0.547	2.57499909817816e-106	IGFBP6
SGCA	4.41934696942276e-108	0.565173963588548	0.584	0.141	5.841492824183e-104	SGCA
TGM2	4.31560086247895e-104	0.634518980616495	0.64	0.193	5.70436122002468e-100	TGM2
LGALS1	4.66139807204956e-104	0.620038140463144	1	0.869	6.1614359716351e-100	LGALS1
COL4A2	3.74792780276444e-103	0.555920779470082	0.536	0.168	4.95401096969404e-99	COL4A2
LRRC17	6.89431869876138e-103	0.514741131324607	0.447	0.083	9.1129104560228e-99	LRRC17
FSTL1	1.00388666769994e-102	0.574836966894875	0.787	0.3	1.32693739736578e-98	FSTL1
DPT	1.21662233591881e-101	1.11219986680767	0.6	0.183	1.60813140361749e-97	DPT
CD151	8.64177771908164e-100	0.732868739162575	0.892	0.595	1.14227017890821e-95	CD151
CYB5R3	1.04040769471988e-98	0.596359479161503	0.832	0.48	1.37521089088074e-94	CYB5R3
LTBP4	1.66341362848308e-97	0.564639349486243	0.845	0.376	2.19870013412894e-93	LTBP4
CTSF	2.7860733718997e-97	0.556610603596974	0.708	0.277	3.68263178297702e-93	CTSF
HSPB1	7.50487269219286e-97	0.622859878104756	0.994	0.835	9.91994072454053e-93	HSPB1
SULF1	2.35388026736457e-96	0.464383955079183	0.422	0.081	3.11135893740249e-92	SULF1
MXRA8	3.49956531699835e-96	0.552994970463712	0.66	0.217	4.62572543600842e-92	MXRA8
CRYAB	4.67474402679026e-96	0.597644358978506	0.824	0.355	6.17907665461137e-92	CRYAB
ECM2	9.08390912991874e-96	0.426807974996125	0.526	0.129	1.20071110879266e-91	ECM2
CD74	4.93969928504127e-95	-2.50606633136048	0.513	0.798	6.52929451496755e-91	CD74
HTRA1	1.83070838820787e-94	0.590274109874194	0.712	0.302	2.41983034753316e-90	HTRA1
SDC2	6.47407018951839e-94	0.552143909406092	0.768	0.313	8.55742597650541e-90	SDC2
PIGT	2.8506587247926e-93	0.470466138229271	0.729	0.312	3.76800070243086e-89	PIGT
ISLR	1.3997016915564e-92	0.488908186695241	0.513	0.134	1.85012569589925e-88	ISLR
ELN	2.68286550029826e-92	0.745002447189027	0.594	0.195	3.54621161829424e-88	ELN
LGALS3BP	3.67803950499995e-90	0.510410243571075	0.789	0.338	4.86163261770893e-86	LGALS3BP
MMP2	3.8818937551343e-90	0.431920829292041	0.669	0.232	5.13108716553651e-86	MMP2
CPE	3.82618170856617e-89	0.659074114447191	0.839	0.404	5.05744698238277e-85	CPE
PCOLCE	1.44847678149465e-88	0.607611748128347	0.712	0.265	1.91459660977962e-84	PCOLCE
CRISPLD1	2.10907510514378e-86	0.419936678312168	0.445	0.092	2.78777547397905e-82	CRISPLD1
CPXM2	1.17872218974392e-85	0.551799635187797	0.542	0.178	1.55803499040352e-81	CPXM2
FIBIN	3.72961428315145e-85	0.583721557061111	0.59	0.184	4.92980415946959e-81	FIBIN
CALD1	4.07217557590631e-84	0.297760888925932	0.965	0.578	5.38260167623295e-80	CALD1
CHPF	7.29607236735235e-83	0.442443678436587	0.592	0.185	9.64394845516633e-79	CHPF
CLU	9.85989333657029e-83	0.905824739061802	0.959	0.703	1.30328070122786e-78	CLU
CPQ	1.03007942194244e-82	0.473933633809767	0.673	0.279	1.36155897992352e-78	CPQ
PLS3	1.04293449298667e-81	0.544767242562881	0.77	0.343	1.37855081282978e-77	PLS3
PPIC	7.78774114342027e-81	0.463060597039644	0.658	0.268	1.02938362433729e-76	PPIC
CCDC80	1.8712816477349e-80	0.748598491882231	0.702	0.274	2.473460081976e-76	CCDC80
S100A4	8.37958288040193e-79	0.694665997371929	0.923	0.755	1.10761326513153e-74	S100A4
PDIA3	1.70330604771874e-76	0.44501164491766	0.948	0.728	2.25142993387463e-72	PDIA3
VIM	5.89313834758944e-76	0.50831977722969	1	0.984	7.78955026784372e-72	VIM
KRT8	8.09826323832556e-76	0.71661170632003	0.356	0.093	1.07042843484187e-71	KRT8
MSC	1.05386557954718e-75	0.345282646414919	0.424	0.093	1.39299952304546e-71	MSC
MFAP4	1.14538016642942e-75	0.431631581710044	0.824	0.406	1.5139635039864e-71	MFAP4
GAP43	2.98115564781544e-74	0.379352580798938	0.244	0.022	3.94049153528245e-70	GAP43
TAGLN	6.14480920209917e-74	0.322046876390081	0.986	0.743	8.12220880333468e-70	TAGLN
TNFRSF12A	1.65448339954684e-73	0.642888131294293	0.584	0.215	2.18689615752102e-69	TNFRSF12A
CD63	2.63810636938845e-72	0.426930103220755	1	0.972	3.48704899905766e-68	CD63
VKORC1	1.36460205932655e-71	0.416561346233813	0.774	0.401	1.80373100201784e-67	VKORC1
CDH11	7.35894533886906e-71	0.313096376921116	0.391	0.083	9.72705394891713e-67	CDH11
NUCB2	5.63114291609178e-70	0.455580943339147	0.685	0.305	7.44324470649011e-66	NUCB2
PTGIR	9.75415126190018e-70	0.378019490851266	0.445	0.118	1.28930371379797e-65	PTGIR
SCG2	7.25554823022421e-69	0.348810975866191	0.215	0.018	9.59038365071037e-65	SCG2
CDH13	2.90270480860879e-68	0.378526106272136	0.354	0.08	3.83679521601909e-64	CDH13
KDELR3	6.08379199537076e-68	0.338123164994427	0.422	0.11	8.04155625948107e-64	KDELR3
IL34	6.88041446680316e-68	0.263459982364761	0.304	0.047	9.09453184222042e-64	IL34
RGS3	2.48185226440204e-67	0.384903598463503	0.398	0.1	3.28051232308661e-63	RGS3
KRT17	2.35492467121363e-66	0.488587802848434	0.201	0.017	3.11273943041017e-62	KRT17
ANXA5	3.35089965625471e-66	0.434121024780888	0.923	0.675	4.42921916563748e-62	ANXA5
PLPP1	6.63204600483933e-66	0.426047800472906	0.636	0.26	8.76623840919663e-62	PLPP1
COL4A1	1.01113012296105e-65	0.451678778894957	0.466	0.156	1.33651179652991e-61	COL4A1
TMEM204	2.52796118342426e-65	0.422954384822809	0.499	0.169	3.34145909225019e-61	TMEM204
TFPI2	5.3079423446731e-65	0.356912718258709	0.242	0.031	7.01603819118891e-61	TFPI2
UACA	5.85110810818079e-65	0.361831087243633	0.47	0.147	7.73399469739337e-61	UACA
LAPTM5	8.71819235630533e-65	-0.955918300296149	0.041	0.342	1.15237066565644e-60	LAPTM5
GPC1	2.17730786899365e-64	0.303146946899421	0.354	0.074	2.87796554123581e-60	GPC1
MEGF6	2.86984353277462e-64	0.295618769989302	0.29	0.051	3.79335918162149e-60	MEGF6
PRKCDBP	2.97404198206736e-64	0.358556074038441	0.764	0.374	3.93108869189663e-60	PRKCDBP
BSG	8.12087376388032e-64	0.418034166698085	0.865	0.63	1.0734170941097e-59	BSG
COL18A1	1.55397789712753e-63	0.536924257811465	0.584	0.25	2.05404798442316e-59	COL18A1
FBLIM1	2.14716699252979e-63	0.336783695771254	0.524	0.176	2.83812533072588e-59	FBLIM1
PLXDC2	2.72428362989065e-63	0.363089625786153	0.501	0.175	3.60095810198946e-59	PLXDC2
SSPN	3.06098147268833e-62	0.392394669274221	0.594	0.232	4.04600531059943e-58	SSPN
NNMT	9.85895685889195e-62	0.456360438314789	0.899	0.556	1.30315691760834e-57	NNMT
SRGN	2.57279501317827e-61	-1.29731442394158	0.23	0.553	3.40072044841904e-57	SRGN
TXNIP	2.73933698727583e-61	-0.673493992110531	0.441	0.752	3.6208556297812e-57	TXNIP
CRIP2	4.9720952073028e-61	0.446401215633514	0.83	0.463	6.57211544501285e-57	CRIP2
FAM46A	5.47133184959563e-61	0.345299526933956	0.52	0.177	7.23200643879551e-57	FAM46A
GMFG	5.7957207954303e-61	-0.508679340161807	0.043	0.347	7.66078374739977e-57	GMFG
TM4SF1	1.38034716460266e-60	0.353098650819954	0.677	0.303	1.8245428821718e-56	TM4SF1
EPDR1	1.68373225331548e-60	0.304935462250845	0.366	0.086	2.22555729243241e-56	EPDR1
LRPAP1	6.46239093966403e-60	0.399229426530044	0.754	0.432	8.54198834404791e-56	LRPAP1
SUGCT	9.53173927631713e-60	0.395489000954096	0.344	0.078	1.2599052975436e-55	SUGCT
MT-CO1	1.59304703555554e-59	-0.667745913021653	0.981	0.993	2.10568957159731e-55	MT-CO1
MAP1B	2.20163889098643e-59	0.359247630099529	0.658	0.291	2.91012628610586e-55	MAP1B
TMEM47	6.33140252336128e-59	0.405311186297531	0.505	0.181	8.36884785537894e-55	TMEM47
WISP2	7.64499226380218e-59	0.569040732355111	0.522	0.183	1.01051507742937e-54	WISP2
CERCAM	1.08558504736202e-58	0.33071359666526	0.447	0.137	1.43492631560312e-54	CERCAM
P4HB	1.1012567225194e-58	0.424226464297674	0.865	0.61	1.45564113582614e-54	P4HB
HEYL	1.90391850779527e-58	0.302516894145321	0.356	0.083	2.51659948360379e-54	HEYL
NBL1	2.66045799667521e-58	0.462666931095965	0.658	0.324	3.5165933800053e-54	NBL1
NENF	4.33002877406864e-58	0.389099442955125	0.797	0.48	5.72343203356392e-54	NENF
RPS28	4.53145792619958e-58	-0.504858678147773	1	0.999	5.98968108685061e-54	RPS28
RPL36A	4.92707142802787e-58	-0.552468183455254	0.83	0.945	6.51260301356723e-54	RPL36A
LIMCH1	1.58285356114117e-57	0.313955840412916	0.393	0.107	2.09221583711639e-53	LIMCH1
FAM114A1	2.34082274865335e-57	0.32281338325735	0.482	0.168	3.09409950917e-53	FAM114A1
GEM	7.03992435862473e-57	0.534363910279593	0.524	0.196	9.30537201723017e-53	GEM
MATN2	7.26627026869188e-57	0.358415702231391	0.441	0.136	9.60455604115693e-53	MATN2
SLC14A1	7.47226982588853e-57	0.355409646364589	0.294	0.055	9.87684625585945e-53	SLC14A1
PPP1R14A	1.30954572657525e-56	0.302785785052765	0.631	0.288	1.73095754138717e-52	PPP1R14A
DCN	1.34912671477905e-56	0.498312622201095	0.822	0.547	1.78327569159495e-52	DCN
ARF4	4.96945716848725e-56	0.394091270584039	0.797	0.478	6.56862848530644e-52	ARF4
ECM1	1.51893535498787e-55	0.288132104693035	0.414	0.121	2.00772875222297e-51	ECM1
PLD3	1.64746629842595e-55	0.381386337592308	0.774	0.429	2.17762095325942e-51	PLD3
THY1	1.71194120646016e-55	0.392712194172779	0.3	0.06	2.26284388669904e-51	THY1
RPS2	2.03781338222662e-55	-0.538821500227016	0.998	1	2.69358172862715e-51	RPS2
SVIL	2.5955146746964e-55	0.285367776890518	0.439	0.135	3.4307512970137e-51	SVIL
RPS7	2.71360665690974e-55	-0.459098447609492	0.986	0.994	3.58684527910329e-51	RPS7
GPNMB	9.00034007755972e-55	0.251283784330544	0.6	0.262	1.18966495145184e-50	GPNMB
FAM3C	2.96435118056604e-54	0.363938657769462	0.642	0.307	3.9182793904722e-50	FAM3C
SERPINE2	1.98577566462331e-53	0.674884759096193	0.42	0.131	2.62479827349909e-49	SERPINE2
SELM	2.18542816957151e-53	0.297483341408927	0.965	0.701	2.88869895453963e-49	SELM
MT-CO2	4.48136900977243e-53	-0.509186120977021	0.969	0.988	5.9234735571172e-49	MT-CO2
ABI3BP	2.11141142831979e-52	0.320486558661379	0.395	0.114	2.79086362595309e-48	ABI3BP
TNFAIP6	2.82100211650543e-52	0.469822572734046	0.321	0.075	3.72880059759688e-48	TNFAIP6
CALU	5.65873798778887e-52	0.380690282161105	0.65	0.331	7.47971987225933e-48	CALU
SERPING1	1.2284925341461e-51	0.308964858543075	0.94	0.654	1.62382143163432e-47	SERPING1
KRT18	1.31250203990173e-51	0.655509447083913	0.219	0.072	1.73486519634211e-47	KRT18
ANTXR1	1.34583111883151e-51	0.281489817942432	0.391	0.113	1.77891957287149e-47	ANTXR1
FBN1	1.93826881112466e-51	0.265848490964051	0.414	0.128	2.56200371454457e-47	FBN1
QSOX1	2.55239474199542e-51	0.357716137680671	0.613	0.276	3.37375536996955e-47	QSOX1
INHBA	2.66112116570062e-51	0.251272988158534	0.275	0.053	3.51746995682308e-47	INHBA
RPL39	8.09815695837346e-51	-0.517838387937942	0.975	0.997	1.0704143867578e-46	RPL39
CORO1A	2.93998351739396e-50	-0.559431917519905	0.023	0.272	3.88607021329134e-46	CORO1A
VCAM1	4.81052502690502e-50	0.706201526921495	0.304	0.091	6.35855198056306e-46	VCAM1
CD53	7.90046361632802e-50	-0.392861495415913	0.008	0.24	1.04428328080624e-45	CD53
RPS27L	2.26951438163549e-49	0.39341075290778	0.896	0.71	2.99984410964579e-45	RPS27L
VASN	3.19275676876901e-49	0.300124995390669	0.449	0.154	4.22018589695888e-45	VASN
GABARAPL2	3.22763562122752e-49	0.369545012557462	0.83	0.572	4.26628876413853e-45	GABARAPL2
COL15A1	1.11376322374204e-48	0.333108626581343	0.431	0.146	1.47217222914223e-44	COL15A1
PAM	1.60115643697299e-48	0.325763545096456	0.509	0.204	2.1164085783909e-44	PAM
PPIB	4.87326216525991e-48	0.384478666672044	0.876	0.685	6.44147793004054e-44	PPIB
PABPC1	7.11968222974171e-48	-0.496868179233462	0.613	0.826	9.41079597127259e-44	PABPC1
CTSS	8.47632434913342e-48	-0.569526146938104	0.037	0.286	1.12040055246846e-43	CTSS
FOXS1	8.68034415338879e-48	0.265889696399643	0.302	0.07	1.14736789019493e-43	FOXS1
DAAM1	3.46456678388753e-47	0.383240346302316	0.513	0.221	4.57946437494254e-43	DAAM1
LMNA	6.71120964403489e-47	0.326071527714424	0.94	0.7	8.87087690748532e-43	LMNA
RPL26	1.2598717147856e-46	-0.424365383454754	0.992	0.999	1.66529843260361e-42	RPL26
KDELR2	1.70154284735458e-46	0.371320485258357	0.776	0.488	2.24909933563329e-42	KDELR2
CYBA	2.00780114999607e-46	-0.964071513044658	0.511	0.634	2.6539115600648e-42	CYBA
GSN	5.03405509610194e-46	0.268802540921625	0.99	0.897	6.65401402602755e-42	GSN
CXCL12	5.34924936675885e-46	0.384408736003921	0.671	0.341	7.07063781298185e-42	CXCL12
VAMP8	7.37377862795081e-46	-0.555455954057407	0.035	0.273	9.74666059042538e-42	VAMP8
HCST	9.63948505328693e-46	-0.611237780544209	0.029	0.259	1.27414713434347e-41	HCST
PRNP	1.32915016453033e-45	0.334938544745688	0.696	0.378	1.75687068747619e-41	PRNP
CD37	2.23995879058942e-45	-0.434662288821433	0.014	0.241	2.9607775294011e-41	CD37
KCNMB1	3.37837284204198e-45	0.278566002288351	0.41	0.139	4.46553322261109e-41	KCNMB1
PPDPF	3.6736265827407e-45	0.338110856801906	0.963	0.823	4.85579961706665e-41	PPDPF
ACTN1	8.01144239600054e-45	0.344589035642836	0.681	0.355	1.05895245590335e-40	ACTN1
PTPRC	8.30691353902494e-45	-0.399842002385252	0.012	0.234	1.09800783158832e-40	PTPRC
NAMPT	1.02149641477234e-44	-0.554374615437114	0.164	0.437	1.35021396104608e-40	NAMPT
TYROBP	1.0493872907727e-44	-1.30040976237827	0.085	0.273	1.38708012094335e-40	TYROBP
RPL28	1.25359265492445e-44	-0.494738990640965	0.979	0.993	1.65699877127913e-40	RPL28
COL6A3	1.66449600116675e-44	0.300543179119117	0.393	0.128	2.20013081434221e-40	COL6A3
PLSCR4	2.1220319358245e-44	0.277605679946892	0.468	0.179	2.80490181277282e-40	PLSCR4
CXCR4	4.70876728332512e-44	-0.799622719964656	0.046	0.28	6.22404859509914e-40	CXCR4
PDLIM7	4.72989250129232e-44	0.369349510019783	0.634	0.315	6.25197190820819e-40	PDLIM7
RPS29	4.88857571570951e-44	-0.588204521270787	0.983	0.996	6.46171938102484e-40	RPS29
SGCE	6.03812813102127e-44	0.286517273862486	0.511	0.212	7.98119776358391e-40	SGCE
COTL1	6.09596456048707e-44	-0.517473503696562	0.075	0.328	8.05764595605181e-40	COTL1
RAB34	2.39405149056036e-43	0.300834570766887	0.611	0.299	3.16445726022269e-39	RAB34
SERPINH1	3.03323466676538e-43	0.331052198390906	0.588	0.279	4.00932958253048e-39	SERPINH1
CCPG1	3.35852951170576e-43	0.275998412912584	0.59	0.278	4.43930430857267e-39	CCPG1
PFN2	6.0941325568418e-43	0.257973425996268	0.476	0.19	8.05522441363348e-39	PFN2
OAT	7.7608913250252e-43	0.295053614523482	0.596	0.287	1.02583461534183e-38	OAT
GGT5	1.47681081082806e-42	0.367115131290639	0.41	0.147	1.95204852975253e-38	GGT5
ARL6IP5	1.5845632463387e-42	0.330790968233359	0.849	0.593	2.0944756990105e-38	ARL6IP5
LRRC32	3.47112930352534e-42	0.354678738363483	0.416	0.154	4.5881387133998e-38	LRRC32
RPS15	4.52875916680021e-42	-0.334613235827959	0.996	1	5.98611386667652e-38	RPS15
RPL27A	6.30057620027321e-42	-0.3901658121615	0.996	0.999	8.32810162152113e-38	RPL27A
PTGIS	8.38061907595731e-42	0.257804899191953	0.445	0.173	1.10775022946004e-37	PTGIS
EEF1B2	1.11984869994024e-41	-0.440868949708282	0.758	0.891	1.48021601158102e-37	EEF1B2
CST6	1.49507124096217e-41	0.282094555211029	0.157	0.019	1.9761851663038e-37	CST6
CFD	1.63575713321889e-41	-1.82026338032569	0.373	0.647	2.16214377868874e-37	CFD
MORF4L2	2.45491122515215e-41	0.325470398490658	0.76	0.46	3.24490165740612e-37	MORF4L2
