p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
TPSB2	0	5.31319541317028	0.955	0.059	0	TPSB2
TPSAB1	6.81218573396734e-229	4.60017742223053	0.932	0.028	9.00434710315803e-225	TPSAB1
VWA5A	6.66528250229852e-164	1.46316049735497	0.864	0.09	8.81017041153818e-160	VWA5A
CPA3	4.13964234287189e-98	1.74476979133647	0.864	0.004	5.47177924880806e-94	CPA3
SLC18A2	4.2837269913714e-90	1.4176847652595	0.841	0.002	5.66223033719472e-86	SLC18A2
GATA2	2.09802698775635e-82	1.28953874622893	0.795	0.05	2.77317207241635e-78	GATA2
HDC	1.97575934938097e-75	1.24394561279674	0.727	0.002	2.61155870801177e-71	HDC
HPGDS	1.63548392763936e-73	1.61365381619018	0.886	0.058	2.1617826555537e-69	HPGDS
KIT	2.46169874471944e-60	0.796517805933502	0.659	0.004	3.25387340077015e-56	KIT
CTNNBL1	1.46148928662084e-59	0.686557185760913	0.545	0.161	1.93179653905543e-55	CTNNBL1
RGS13	4.16660669378379e-59	1.35620731296284	0.682	0.008	5.50742072784342e-55	RGS13
HPGD	7.96443811077252e-57	1.1701699217559	0.705	0.018	1.05273942948191e-52	HPGD
ARHGDIB	1.39472188715195e-51	1.27931787567838	0.955	0.577	1.84354339043745e-47	ARHGDIB
SAMSN1	3.54598952382903e-50	1.36592004967474	0.886	0.158	4.68708895259722e-46	SAMSN1
CALB2	1.30761935814942e-39	0.505501659708043	0.409	0.001	1.72841126760191e-35	CALB2
CAPG	1.31005252949279e-36	1.31817098020272	0.909	0.211	1.73162743348357e-32	CAPG
SLC45A3	3.15427305957288e-36	0.500056228060991	0.477	0.006	4.16931813014343e-32	SLC45A3
LEO1	2.67726704295631e-35	0.567458446994071	0.5	0.066	3.53881157737965e-31	LEO1
IL1RL1	1.31003977006733e-34	0.51723209812192	0.409	0.002	1.731610568075e-30	IL1RL1
AREG	3.07298848873191e-30	1.99096529702156	0.795	0.104	4.06187618440584e-26	AREG
DHRS9	3.74321771948551e-30	0.492280007656983	0.477	0.009	4.94778518161594e-26	DHRS9
RGS2	3.91343714539481e-30	1.37807303935086	0.955	0.271	5.17278121878287e-26	RGS2
RGS1	9.6357224922235e-30	1.47778285320752	0.932	0.174	1.2736497990221e-25	RGS1
BTK	2.96048462435922e-29	0.652793679840716	0.614	0.068	3.91316857647802e-25	BTK
FCER1A	3.22573627819353e-29	0.743564479735216	0.614	0.03	4.26377821251621e-25	FCER1A
RAC2	1.21086752685596e-28	1.01255961305443	0.795	0.172	1.60052469699821e-24	RAC2
CD82	1.0730957334989e-27	0.767610236595312	0.659	0.132	1.41841794053885e-23	CD82
STX3	3.61462692783097e-27	0.465700392234994	0.455	0.053	4.77781387320697e-23	STX3
MAOB	2.71990487496757e-26	0.877897914926329	0.705	0.124	3.59517026373214e-22	MAOB
SRGN	4.10053603903806e-25	1.24829719678047	1	0.538	5.42008853640051e-21	SRGN
