p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
CD37	0	1.32438910669917	0.922	0.199	0	CD37
CD52	0	1.29695267482338	0.907	0.132	0	CD52
LTB	0	1.2619742051794	0.786	0.074	0	LTB
CD79A	0	1.21246102467912	0.898	0.049	0	CD79A
RPS29	0	1.10053559452514	1	0.996	0	RPS29
RPS27	0	1.06400263972071	1	1	0	RPS27
RPL39	0	1.02946482367558	1	0.996	0	RPL39
RPLP2	0	1.00363051106764	1	0.999	0	RPLP2
MS4A1	0	0.979171930906526	0.655	0.007	0	MS4A1
RPL13A	0	0.868106990777994	1	1	0	RPL13A
BANK1	0	0.8525331891085	0.683	0.016	0	BANK1
RPL11	8.60243587237332e-313	0.793189965571829	1	0.999	1.13706997361031e-308	RPL11
RPSA	1.03298478773837e-310	0.852419439911572	1	0.966	1.36539929243258e-306	RPSA
CD63	2.12942118889801e-310	-1.26219952068798	0.85	0.979	2.81466892748539e-306	CD63
RPL21	8.5533306510019e-310	0.765267377620705	1	1	1.13057924544943e-305	RPL21
RPS12	8.27378356779836e-306	0.892823696209927	1	0.998	1.09362871199159e-301	RPS12
RPL27A	2.30611314607346e-302	0.804596841574968	1	0.999	3.0482203564799e-298	RPL27A
RPS21	2.28323258614337e-295	0.859422520783529	1	0.968	3.0179768323643e-291	RPS21
RPS15A	2.13142028372276e-292	0.838481377703178	1	0.998	2.81731133102474e-288	RPS15A
RPL30	3.76874828633719e-292	0.788012225408084	1	0.997	4.9815314848805e-288	RPL30
EEF1B2	1.19532550488205e-281	0.828110941469978	0.994	0.881	1.57998125235309e-277	EEF1B2
ITM2B	3.08506345566523e-280	-1.12244037042527	0.939	0.986	4.0778368756983e-276	ITM2B
RPS10	3.43108252647845e-278	0.817792399858247	1	0.957	4.53520488349922e-274	RPS10
VIM	5.46482633791224e-272	-1.53110051030495	0.954	0.986	7.2234074534524e-268	VIM
CD79B	9.32806596071262e-272	0.911473111809373	0.708	0.1	1.23298375868699e-267	CD79B
RPS5	2.31811658454189e-266	0.732485289117431	1	0.995	3.06408650144747e-262	RPS5
TNFRSF13C	3.33486830911169e-266	0.585332815234293	0.471	0.012	4.40802893098384e-262	TNFRSF13C
CXCR4	9.48674144244557e-266	1.16215603296839	0.941	0.239	1.25395748386246e-261	CXCR4
S100A6	4.11615692037183e-261	-1.50668408501966	0.954	0.973	5.44073621734749e-257	S100A6
CST3	1.19909739153232e-260	-1.78009061093917	0.871	0.959	1.58496693212742e-256	CST3
RPL13	9.73713570096859e-258	0.724315108310241	1	1	1.28705459695403e-253	RPL13
RPS28	6.152378285628e-257	0.774677863545179	1	0.999	8.13221361794309e-253	RPS28
RPS20	3.4862873690725e-254	0.72055574549701	1	0.992	4.60817464444004e-250	RPS20
IFITM3	1.12217536079832e-253	-1.62107897273973	0.835	0.932	1.48329139190322e-249	IFITM3
