p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
APOD	1.67589542557263e-277	3.15287722238839	0.995	0.501	2.2151985735219e-273	APOD
ANGPTL7	3.68143622923904e-149	2.44878788790104	0.475	0.013	4.86612240780817e-145	ANGPTL7
NGFR	1.63955949603907e-135	1.08644115632447	0.585	0.066	2.16716974186445e-131	NGFR
SHISA3	4.38198761932599e-124	1.06478846555269	0.567	0.037	5.7921112352251e-120	SHISA3
THBS4	4.01571326983695e-99	0.546007306972898	0.369	0.008	5.30796980007048e-95	THBS4
DCN	8.18349654546436e-98	0.969344193080674	1	0.55	1.08169457337948e-93	DCN
LUM	4.24592706491279e-91	1.09637324828894	0.963	0.34	5.61226639440172e-87	LUM
GPC3	4.9846568750746e-88	0.885372471063275	0.724	0.135	6.58871945747361e-84	GPC3
PDGFRL	6.81776950072599e-87	0.787949850293205	0.654	0.111	9.01172772605962e-83	PDGFRL
VIT	3.4205248240547e-86	0.742448237002837	0.65	0.1	4.5212497124355e-82	VIT
PTGDS	8.46340960240914e-86	1.96319940374032	0.77	0.262	1.11869348124644e-81	PTGDS
SLC2A1	8.1482492551737e-85	0.851006206843391	0.286	0.025	1.07703558654886e-80	SLC2A1
EGFR	8.341372855566e-85	0.487043858474521	0.456	0.052	1.10256266404871e-80	EGFR
COL9A3	2.13463309568475e-84	0.508444421391779	0.401	0.024	2.8215580258761e-80	COL9A3
CDH19	4.12609571225149e-83	0.819491123894024	0.673	0.109	5.45387331245402e-79	CDH19
CYP1B1	1.43060019577604e-76	0.965896388982717	0.719	0.162	1.89096733877677e-72	CYP1B1
LTBP4	2.50495978892929e-76	0.81618953726878	0.912	0.385	3.31105584900673e-72	LTBP4
LAPTM4A	2.42877675093873e-73	0.657028318305756	0.991	0.868	3.21035710939081e-69	LAPTM4A
SCN7A	3.00998986058027e-70	0.523717733099355	0.493	0.056	3.97860459771501e-66	SCN7A
NRP2	1.37395261191328e-68	0.527066461355381	0.498	0.082	1.81609056242698e-64	NRP2
B2M	4.651769479119e-67	-1.02603077190705	1	1	6.14870889749949e-63	B2M
PODNL1	5.42443960784492e-65	0.419747357344215	0.309	0.033	7.17002427364942e-61	PODNL1
CFH	2.03086301767255e-64	0.790663899391223	0.926	0.397	2.68439473675958e-60	CFH
RNF24	7.13480503341585e-64	0.570583190746814	0.548	0.152	9.43078529316907e-60	RNF24
PRNP	3.03538184238128e-62	0.62102203284479	0.802	0.384	4.01216771925958e-58	PRNP
AMD1	4.63643144618348e-61	0.561070718826541	0.585	0.281	6.12843508556533e-57	AMD1
GLUL	2.37651126430048e-60	1.01528777298798	0.806	0.51	3.14127258915237e-56	GLUL
CC2D1A	3.44180189982827e-59	0.336973516768014	0.281	0.068	4.549373751193e-55	CC2D1A
EID1	4.23246308446866e-59	0.576134808414461	0.968	0.774	5.59446970505067e-55	EID1
OAF	2.37191908948872e-58	0.568383338881823	0.553	0.12	3.13520265248619e-54	OAF
FOXS1	1.47820135630208e-57	0.660966413185965	0.244	0.077	1.95388655276009e-53	FOXS1
PLXDC1	5.76777627209714e-57	0.518619849826433	0.396	0.061	7.623846676458e-53	PLXDC1
GSN	8.33584511834967e-57	0.583817827596008	1	0.899	1.10183200774346e-52	GSN
CRISPLD2	2.54112055207089e-56	0.587837468419526	0.645	0.157	3.3588531457273e-52	CRISPLD2
FXYD5	3.70193161082474e-56	-0.785534120260534	0.046	0.543	4.89321320318814e-52	FXYD5
KLF5	7.57467244958204e-56	0.384548356395167	0.272	0.021	1.00122020438575e-51	KLF5
OSR2	1.02595423755464e-55	0.569933120151191	0.346	0.04	1.35610631119973e-51	OSR2
ANGPTL4	3.85104137034799e-55	0.734207006011278	0.691	0.204	5.09030648332598e-51	ANGPTL4
PI16	1.82843294038517e-54	0.7849671552894	0.581	0.126	2.41682266060112e-50	PI16
SERPINF1	2.82827074289309e-52	0.549976927856854	0.843	0.333	3.73840826795609e-48	SERPINF1
MFAP5	1.80702340070115e-51	0.62247260248021	0.613	0.153	2.38852353104678e-47	MFAP5
FZD2	3.09651171729861e-51	0.329425677876324	0.221	0.017	4.0929691879253e-47	FZD2
TMSB4X	1.4462096916908e-49	-1.06811330649413	1	0.998	1.9115999704769e-45	TMSB4X
PRELP	7.00123194755176e-49	0.27360400455928	0.853	0.37	9.25422838827392e-45	PRELP
MMP2	2.50199311700164e-48	0.538805407095656	0.724	0.241	3.30713450205277e-44	MMP2
MEOX2	3.88724667611344e-48	0.462814734054745	0.465	0.095	5.13816265648674e-44	MEOX2
F3	4.49920940139573e-48	0.673518814127479	0.396	0.068	5.94705498676487e-44	F3
CNN3	6.48256883931436e-48	0.558203988047241	0.954	0.542	8.56865949180572e-44	CNN3
IGFBP5	1.7240147439495e-47	0.728354674943668	0.7	0.228	2.27880268855245e-43	IGFBP5
CD74	9.15290429544832e-47	-2.57779482039181	0.493	0.792	1.20983088977236e-42	CD74
FGF7	1.25502159091371e-45	0.910161303923887	0.719	0.255	1.65888753886974e-41	FGF7
IGFBP6	3.83051027791473e-45	0.917839607526816	0.903	0.557	5.06316848534769e-41	IGFBP6
PLEKHA4	4.1124112781592e-45	0.421018746192803	0.438	0.101	5.43578522747083e-41	PLEKHA4
EBF2	4.53025466642269e-45	0.337246449816487	0.286	0.041	5.98809061807752e-41	EBF2
PTRF	6.22972960134028e-45	0.576287889571477	0.922	0.543	8.23445658705159e-41	PTRF
CLDN1	5.60961476956121e-44	0.271647979565547	0.23	0.013	7.41478880240601e-40	CLDN1
RARRES1	7.72662321933869e-44	1.39421258788386	0.585	0.178	1.02130505713219e-39	RARRES1
