p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
HMGB2	1.63172521079312e-112	2.1430962358071	1	0.321	2.15681438362634e-108	HMGB2
STMN1	1.78701727927988e-86	2.30348791928026	0.944	0.212	2.36207943975214e-82	STMN1
PCNA	5.91621918123224e-65	1.30120869796249	0.667	0.164	7.82005851375278e-61	PCNA
SMC4	1.2776790839917e-54	1.23913886398771	0.944	0.124	1.68883621322023e-50	SMC4
HMGN2	1.8272241272071e-47	1.57194467580389	1	0.648	2.41522485134235e-43	HMGN2
HIST1H4C	1.74190652811232e-44	1.36997763723999	0.667	0.233	2.30245204885886e-40	HIST1H4C
MKI67	3.95434617090035e-43	1.11398409537639	0.944	0.002	5.22685476869608e-39	MKI67
ZWINT	1.21749863858832e-39	0.904013366702409	0.722	0.012	1.60928970048604e-35	ZWINT
H2AFZ	2.23904845482401e-38	1.47823699338499	1	0.532	2.95957424758638e-34	H2AFZ
TYMS	2.80884434652829e-36	1.25513021241907	0.667	0.024	3.7127304572411e-32	TYMS
MAD2L1	6.98957151617281e-36	0.900988408509726	0.833	0.015	9.23881563007723e-32	MAD2L1
UBE2T	1.26835120049519e-32	0.674494489709418	0.5	0.018	1.67650661681455e-28	UBE2T
CKS1B	5.50736072404666e-31	0.985735482207759	0.889	0.173	7.27962940504488e-27	CKS1B
MCM7	1.15753762841264e-30	0.961449983830778	0.667	0.094	1.53003323723582e-26	MCM7
FEN1	1.41582473273365e-30	0.711154109611701	0.556	0.035	1.87143713172734e-26	FEN1
BIRC5	7.78484091126028e-30	0.993810380360374	0.778	0.006	1.02900027165038e-25	BIRC5
RRM2	1.39104734257381e-29	1.01909870636899	0.667	0.002	1.83868637741406e-25	RRM2
KIFC1	1.62767209274538e-29	0.795105753831535	0.556	0.003	2.15145697219084e-25	KIFC1
TOP2A	3.67064949100604e-28	1.12827220231825	0.667	0.005	4.85186449721178e-24	TOP2A
H2AFV	5.23444477009581e-27	0.978890922059544	0.889	0.235	6.91888909711264e-23	H2AFV
CCNA2	5.58106551157048e-27	0.743048614721931	0.667	0.004	7.37705239319385e-23	CCNA2
TACC3	6.78519321981946e-27	0.734093696247321	0.611	0.037	8.96866839795736e-23	TACC3
IDH2	2.10935830610902e-26	1.02441912675415	0.722	0.201	2.78814980901491e-22	IDH2
KIF20B	5.61890324786433e-26	0.738815624994607	0.5	0.056	7.42706631302707e-22	KIF20B
NUSAP1	6.00103529749666e-26	0.951968607959741	0.611	0.007	7.93216845623109e-22	NUSAP1
TPX2	1.02907483966739e-25	0.744322013595137	0.611	0.003	1.36023112307236e-21	TPX2
DTYMK	2.22736358706826e-25	0.709007512251125	0.667	0.089	2.94412918938683e-21	DTYMK
DUT	1.43601325434465e-24	1.01120590536229	0.889	0.408	1.89812231959276e-20	DUT
HMGB1	3.87015273241328e-24	1.1485302962123	1	0.906	5.11556788170387e-20	HMGB1
CENPU	8.18495865611401e-24	0.734179938830513	0.667	0.012	1.08188783516515e-19	CENPU
UBE2C	9.49891584131247e-24	0.843811017546699	0.611	0.003	1.25556669590468e-19	UBE2C
CENPF	9.83561765730953e-24	0.994064047972608	0.611	0.005	1.30007194194317e-19	CENPF
