p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
CFD	1.34296728371777e-93	1.26439956038465	0.99	0.63	1.77513415561815e-89	CFD
MGST1	5.38962209623055e-84	1.25418280430901	0.802	0.193	7.12400248679754e-80	MGST1
APOD	1.95109013253804e-79	0.870318346522425	0.995	0.502	2.57895093718878e-75	APOD
FBLN1	1.1668126966868e-77	0.539359828973487	0.97	0.344	1.54229302248061e-73	FBLN1
C7	1.52422403300818e-77	0.927870894620091	0.959	0.344	2.01471932683021e-73	C7
B2M	1.7687053926558e-72	-1.08022590123434	1	1	2.33787478801244e-68	B2M
NR4A1	3.52093983673809e-71	1.05115401276759	0.863	0.364	4.65397827620041e-67	NR4A1
SERPINF1	1.80325705226261e-68	0.776815540883503	0.929	0.332	2.38354517168071e-64	SERPINF1
DCN	1.72650182538669e-66	0.808242878102763	0.995	0.551	2.28209011279613e-62	DCN
CCL2	3.13190200423863e-65	1.21985510932528	0.929	0.396	4.13974806920262e-61	CCL2
RARRES1	9.88016741629753e-65	0.86143107680904	0.741	0.176	1.30596052908621e-60	RARRES1
C3	2.28964838648685e-61	0.583344810603206	0.817	0.247	3.02645723725832e-57	C3
GPX3	7.57453971692382e-60	0.858377824845199	0.975	0.602	1.00120265978299e-55	GPX3
LUM	4.88207844136819e-59	0.552310706041356	0.904	0.342	6.45313128380047e-55	LUM
NEAT1	1.23493364270188e-58	1.00599286402058	0.919	0.815	1.63233528892335e-54	NEAT1
CYR61	8.79461728147714e-58	0.784084968465314	0.97	0.468	1.16247251226565e-53	CYR61
PTN	1.53379916586222e-57	1.19012706865459	0.604	0.159	2.02737573743668e-53	PTN
THBS1	4.11670767556015e-57	0.876701379026475	0.731	0.216	5.44146420555541e-53	THBS1
TIMP3	1.29368488665728e-56	0.78642969778529	0.985	0.528	1.70999268318359e-52	TIMP3
GSN	1.33713205049723e-56	0.847544945653589	1	0.899	1.76742114434724e-52	GSN
PLIN2	3.50751542949717e-56	1.21010321764989	0.65	0.307	4.63623389470936e-52	PLIN2
SRPX	1.07299762492993e-55	1.02413899018243	0.66	0.222	1.41828826063238e-51	SRPX
CFH	9.94591467880624e-55	0.72980613582648	0.924	0.398	1.31465100224461e-50	CFH
COL6A2	2.48577591406776e-53	0.734748245935332	0.939	0.45	3.28569860321477e-49	COL6A2
IGF1	2.75569344752903e-52	0.890999295856726	0.594	0.144	3.64247559894387e-48	IGF1
DPT	1.43525273051002e-47	0.783101088908103	0.675	0.192	1.89711705918814e-43	DPT
FGF7	2.31342366351453e-47	0.784608018965146	0.756	0.255	3.0578833984335e-43	FGF7
PTX3	3.06123440307714e-44	1.27115077853813	0.345	0.046	4.04633963398736e-40	PTX3
PTGDS	2.21081103280705e-43	0.706526242855594	0.746	0.263	2.92225002316436e-39	PTGDS
SERPING1	2.19890577415047e-42	0.539769449482859	0.995	0.661	2.9065136522721e-38	SERPING1
IGFBP4	9.85004146568692e-42	0.746107236761225	0.934	0.53	1.3019784809345e-37	IGFBP4
NNMT	9.01917462532989e-40	0.57467134312011	0.954	0.564	1.19215450197611e-35	NNMT
EGR1	3.47956645888183e-39	0.551922574921966	0.893	0.449	4.59929094535001e-35	EGR1
ABCA9	3.98627204719566e-39	0.426412433924164	0.437	0.081	5.26905439198322e-35	ABCA9
