p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
RERGL	0	1.8215063078114	0.925	0.046	0	RERGL
NET1	0	1.29919919352603	0.836	0.136	0	NET1
PHLDA2	1.23516411460312e-322	1.07752058992429	0.735	0.079	1.6326399266824e-318	PHLDA2
MGST3	7.86127204279015e-304	0.991637802193658	0.972	0.663	1.039102938616e-299	MGST3
DSTN	4.74504314958833e-300	1.3042909354436	1	0.792	6.27199803512586e-296	DSTN
MYL9	1.16317532917832e-297	1.5609821519676	1	0.629	1.5374851501079e-293	MYL9
BCAM	9.42809435007137e-296	1.25236430055835	0.96	0.273	1.24620551119243e-291	BCAM
OAZ2	1.79086381159683e-284	0.920009998222482	0.862	0.35	2.36716378616869e-280	OAZ2
TINAGL1	1.46600308329364e-273	1.21630447212722	0.986	0.33	1.93776287549753e-269	TINAGL1
ISYNA1	7.10085376229456e-271	1.0417091699393	0.829	0.155	9.38590850300095e-267	ISYNA1
PTP4A3	9.13666342071681e-259	1.00556414658458	0.815	0.127	1.20768417095035e-254	PTP4A3
LBH	1.42765757991251e-257	1.02084009036055	0.754	0.155	1.88707778912835e-253	LBH
UBA2	5.12493900431938e-255	0.824187620927537	0.85	0.255	6.77414437590936e-251	UBA2
TPM2	2.30455990157989e-250	1.36009114923635	1	0.477	3.04616727790829e-246	TPM2
COX4I2	2.70655945359545e-248	0.784257484121707	0.608	0.03	3.57753028576247e-244	COX4I2
ACTA2	2.24978398444316e-245	1.46641185534896	0.998	0.519	2.97376447063697e-241	ACTA2
GUCY1A3	2.40977070029614e-243	0.879395944483848	0.77	0.115	3.18523491165143e-239	GUCY1A3
ARPC1A	2.08908217997319e-236	0.779830950433632	0.845	0.311	2.76134882548856e-232	ARPC1A
NDUFA4L2	3.62327638044428e-234	1.42848075287878	0.89	0.212	4.78924671967125e-230	NDUFA4L2
MYH11	1.29833111457128e-233	1.12688195742386	0.927	0.191	1.71613406724031e-229	MYH11
SPARCL1	2.87451734495048e-230	1.27352559720032	1	0.733	3.79953702655555e-226	SPARCL1
TPM1	1.59285252458177e-229	1.20526460516091	0.988	0.444	2.10543246699218e-225	TPM1
FABP4	4.3570269773115e-228	1.15863046441867	0.944	0.221	5.75911825861034e-224	FABP4
TAGLN	5.62580545085193e-225	1.33534358477964	1	0.744	7.43618964493609e-221	TAGLN
NDUFA4	1.13845338920397e-216	0.863744699908554	0.991	0.865	1.50480768984981e-212	NDUFA4
IGFBP5	4.32260930055545e-216	1.33894178427507	0.883	0.212	5.7136249734742e-212	IGFBP5
PLN	1.29252286610483e-209	0.95388985182203	0.901	0.193	1.70845672441737e-205	PLN
S100A10	2.23064477485223e-201	-1.36185282856372	0.099	0.782	2.94846626339967e-197	S100A10
KCNAB1	5.20833371682657e-200	0.60455537255915	0.549	0.039	6.88437550690136e-196	KCNAB1
SOD3	3.49796068282802e-198	1.06307089243595	0.984	0.414	4.62360443056207e-194	SOD3
NUDT4	1.76369944960827e-194	0.826708615354247	0.824	0.269	2.33125793249221e-190	NUDT4
PPP1R12A	9.16271870527869e-194	0.798871964843283	0.88	0.296	1.21112815846374e-189	PPP1R12A
CSRP2	1.44134548619516e-192	0.885314587062656	0.784	0.154	1.90517046365276e-188	CSRP2
NRGN	3.63123829916008e-187	0.65858160754569	0.615	0.072	4.7997707838298e-183	NRGN
SERPINI1	5.70995803082679e-185	0.694691412859392	0.624	0.091	7.54742252514686e-181	SERPINI1
CCDC3	5.80900663628833e-184	0.887640246384869	0.852	0.201	7.67834497184591e-180	CCDC3
TMSB10	8.69220616287451e-183	-1.45695283118091	0.906	0.99	1.14893581060875e-178	TMSB10
MYLK	7.01302279769251e-177	0.892842672629536	0.822	0.188	9.26981353398996e-173	MYLK
CAV1	1.54407456565069e-176	0.907511871607356	0.969	0.403	2.04095776087708e-172	CAV1
MTHFD2	1.26417776848409e-171	0.773784044598902	0.805	0.26	1.67099017438227e-167	MTHFD2
KLHL23	2.57069152153614e-167	0.483334749148698	0.46	0.028	3.39794005316646e-163	KLHL23
COX7A2	6.26269195548788e-166	0.623906225097985	0.967	0.809	8.27802622676387e-162	COX7A2
CAV2	8.78327481494137e-166	0.759482525444394	0.866	0.276	1.16097326503895e-161	CAV2
CALD1	2.61059382394063e-160	0.860391727384836	0.998	0.579	3.45068291648472e-156	CALD1
RBPMS2	1.21410616545963e-159	0.500989140452282	0.486	0.04	1.60480552950454e-155	RBPMS2
CASQ2	3.96507786191297e-158	0.641317686624605	0.596	0.08	5.24103991787656e-154	CASQ2
SEPT4	1.97371957340795e-157	0.687814152382927	0.594	0.115	2.60886253213063e-153	SEPT4
MYL6	5.02090606819646e-155	0.748598488198009	1	0.983	6.63663364094208e-151	MYL6
SORBS2	7.70393354041977e-152	0.976063742015806	0.667	0.141	1.01830593537268e-147	SORBS2
RCAN2	2.87338003102455e-151	0.644813455815671	0.678	0.126	3.79803372500825e-147	RCAN2
MFGE8	2.21814912892283e-149	0.744627393479631	0.986	0.458	2.93194951861019e-145	MFGE8
CNN1	4.90364841921822e-149	0.642445077694102	0.763	0.175	6.48164248052265e-145	CNN1
MCAM	1.6242048526313e-148	0.700876500227092	0.716	0.161	2.14687397420805e-144	MCAM
ITGA7	1.83288158629917e-147	0.535162394344008	0.601	0.088	2.42270288077025e-143	ITGA7
ID4	2.09675295916736e-147	0.724353203548993	0.805	0.204	2.77148806142741e-143	ID4
PGF	2.3210460415215e-147	0.764556183085765	0.58	0.097	3.06795865768312e-143	PGF
PRPH	1.65497294475071e-146	0.417517970454526	0.312	0.007	2.18754323837148e-142	PRPH
TSC22D1	4.66355156472599e-146	0.932354792217681	0.911	0.386	6.16428245825482e-142	TSC22D1
PPP1R14A	6.03325434611386e-145	0.657901079117063	0.885	0.28	7.9747555946933e-141	PPP1R14A
SEPT7	1.08981673991917e-144	0.683231927623552	0.958	0.718	1.44051976682516e-140	SEPT7
NTRK2	1.81137805207877e-144	0.671931919766941	0.775	0.199	2.39427950923772e-140	NTRK2
EDNRA	2.6571388315551e-143	0.447047498716015	0.439	0.035	3.51220610754953e-139	EDNRA
FRZB	1.06076598186968e-142	0.648901781709892	0.847	0.248	1.40212047483534e-138	FRZB
CALM2	2.55607217718807e-142	0.661960490154233	1	0.94	3.37861620380719e-138	CALM2
TBX2	4.15348169434215e-140	0.465302169953852	0.441	0.039	5.49007210358145e-136	TBX2
NOTCH3	1.16227901371668e-139	0.584698739041735	0.613	0.1	1.5363004003307e-135	NOTCH3
ID3	6.26519847283556e-139	0.985671718801347	0.934	0.545	8.28133934139404e-135	ID3
NTN4	1.07123117670268e-137	0.670656491836657	0.653	0.146	1.4159533693656e-133	NTN4
GJA4	3.69253099599379e-137	0.563483837391169	0.549	0.071	4.88078747050459e-133	GJA4
PRKCDBP	1.94066184417883e-134	0.770109598509417	0.878	0.372	2.56516682563558e-130	PRKCDBP
PTK2	3.14593939474901e-134	0.621849534638011	0.662	0.164	4.15830269197924e-130	PTK2
CDH6	3.95289979501327e-133	0.438716827127325	0.425	0.033	5.22494294904854e-129	CDH6
LMOD1	5.96935337366299e-130	0.579981249345797	0.721	0.171	7.89029128930774e-126	LMOD1
SMOC2	1.12844161096982e-129	0.67535626723237	0.777	0.218	1.4915741213799e-125	SMOC2
GPRC5C	2.18458908260905e-129	0.573339433345224	0.57	0.103	2.88758984939264e-125	GPRC5C
NRIP2	1.30585216288405e-126	0.336331028586241	0.312	0.012	1.72607538890014e-122	NRIP2
AKAP1	1.68501498583351e-126	0.48268668394699	0.521	0.088	2.22725280827473e-122	AKAP1
MRGPRF	9.76752591253584e-124	0.602953396969565	0.608	0.135	1.29107157511899e-119	MRGPRF
CPE	4.62529099408042e-122	0.614019148253232	0.944	0.403	6.1137096359755e-118	CPE
HRC	2.15317306890187e-120	0.367620179666288	0.399	0.033	2.84606416247449e-116	HRC
GUCY1B3	6.24407053419751e-119	0.439923978604903	0.486	0.065	8.25341243210226e-115	GUCY1B3
