p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
DPT	2.72750195604873e-238	1.12747476404072	0.947	0.319	3.60521208550521e-234	DPT
DBI	2.51596115943413e-220	1.07039987921585	0.961	0.89	3.32559746054003e-216	DBI
PTX3	3.38363875090727e-212	1.17095867764239	0.698	0.12	4.47249370094923e-208	PTX3
GEM	3.33992152126062e-207	1.09164372946223	0.814	0.439	4.41470826680229e-203	GEM
PTP4A1	2.40926210423204e-203	0.855978989246914	0.884	0.559	3.18456264937391e-199	PTP4A1
CCDC80	2.20335905251905e-192	0.965408944734161	0.988	0.735	2.91239999561968e-188	CCDC80
BOK	3.05199223558398e-165	0.922592675869261	0.671	0.218	4.03412333699491e-161	BOK
ITIH5	1.15422536607621e-160	0.882271011733231	0.587	0.121	1.52565508887953e-156	ITIH5
DKK3	1.30619766854658e-159	0.907822499819985	0.849	0.598	1.72653207828487e-155	DKK3
SERPINF1	2.45203445072315e-158	0.642670893832586	0.923	0.375	3.24109913696586e-154	SERPINF1
PRSS35	4.69367360630892e-156	0.483709001998734	0.279	0.007	6.20409777281913e-152	PRSS35
MEOX1	5.70573529980486e-156	0.862909281694327	0.538	0.088	7.54184091928207e-152	MEOX1
DCN	3.430134512135e-155	0.847665868828389	0.998	0.723	4.53395179814005e-151	DCN
ALDH1A1	1.88054493129464e-152	0.822970019561717	0.641	0.171	2.48570429018525e-148	ALDH1A1
TBX20	9.92497095309362e-150	0.722583781794955	0.624	0.162	1.31188266057992e-145	TBX20
FBLN1	1.1768930065833e-148	0.592438781847743	0.954	0.444	1.55561717610181e-144	FBLN1
TNFAIP6	8.70554100231718e-144	1.24069227485791	0.673	0.191	1.15069840968628e-139	TNFAIP6
NR4A2	6.62270237925494e-143	0.900898111931953	0.682	0.338	8.75388800489918e-139	NR4A2
FXYD6	6.26759515200647e-136	0.850366026024699	0.822	0.333	8.28450727192215e-132	FXYD6
GSN	1.29921825040797e-124	0.836745299523672	0.996	0.941	1.71730668338926e-120	GSN
CNN1	4.59740291129037e-118	-1.63504349455293	0.204	0.569	6.07684716814361e-114	CNN1
MYH11	2.18034294606696e-117	-1.5014354245347	0.185	0.557	2.88197730611131e-113	MYH11
PTN	2.80673545773433e-116	0.907062377513135	0.545	0.131	3.70994292803323e-112	PTN
THBS1	2.71144664440568e-114	0.910177419858088	0.592	0.17	3.58399017457543e-110	THBS1
MYL9	4.01465462382399e-112	-2.29276159446378	0.501	0.729	5.30657048177055e-108	MYL9
VCAM1	2.37438960398587e-111	1.04757280478369	0.782	0.423	3.13846817854852e-107	VCAM1
VCAN	1.63555538253091e-108	0.677834580894565	0.592	0.257	2.16187710462936e-104	VCAN
MYLK	2.0519529067444e-108	-1.10522042214128	0.172	0.554	2.71227135213474e-104	MYLK
ACTA2	3.33629015135263e-107	-2.92157368868231	0.671	0.816	4.40990832205791e-103	ACTA2
ITM2B	5.56707883855031e-106	0.500437405666443	1	0.999	7.3585648087958e-102	ITM2B
IGF1	9.55883656886488e-106	0.79587823202666	0.641	0.219	1.26348701767256e-101	IGF1
CYGB	2.90102320063453e-105	0.355465760296787	0.71	0.287	3.83457246659872e-101	CYGB
LIMS2	2.17346823655292e-104	-0.632776873587932	0.026	0.421	2.87289031507565e-100	LIMS2
TPM2	6.61332250599111e-104	-1.98713461263251	0.527	0.736	8.74148968841905e-100	TPM2
TINAGL1	4.7829479885049e-102	-0.803907291453243	0.025	0.404	6.32210065120577e-98	TINAGL1
SMIM3	1.01886132722098e-101	0.558567957762044	0.582	0.254	1.34673090232069e-97	SMIM3
LMOD1	2.70196178206292e-101	-1.07114646150893	0.214	0.563	3.57145308353077e-97	LMOD1
PNRC1	3.05204852425643e-101	0.555312162265363	0.937	0.794	4.03419773936215e-97	PNRC1
NFKBIA	1.7772557450023e-100	0.62559079805422	0.982	0.888	2.34917664374404e-96	NFKBIA
TMEM100	3.92290972477557e-99	0.609416170408152	0.473	0.105	5.18530207420835e-95	TMEM100
TAGLN	8.17342145833995e-98	-2.27194067114227	0.654	0.738	1.08036284836337e-93	TAGLN
MYL6	4.47780760997041e-97	-1.27055290900988	0.989	0.993	5.91876609885889e-93	MYL6
RAMP2	9.54199892077554e-97	0.534809365372332	0.694	0.259	1.26126141734811e-92	RAMP2
NOV	3.61661207696591e-96	-0.831008841368904	0.021	0.387	4.78043784333354e-92	NOV
BCAM	2.48028984197777e-95	-0.780393852105696	0.06	0.442	3.27844711312621e-91	BCAM
RAMP1	5.21074863438277e-95	-0.777686533940919	0.056	0.436	6.88756754492715e-91	RAMP1
GPM6B	8.66469413869077e-95	0.433564805639585	0.598	0.19	1.14529927125215e-90	GPM6B
SOCS2	5.52005841125641e-94	0.579532158973612	0.722	0.402	7.29641320799872e-90	SOCS2
NFKB1	1.35442997602266e-93	0.641108941532186	0.587	0.265	1.79028554230675e-89	NFKB1
CALD1	2.66583563140912e-92	-1.09404298177724	0.654	0.815	3.52370153759658e-88	CALD1
