p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
PRNP	0	2.5561727058461	0.891	0.359	0	PRNP
CNP	1.40358706886411e-263	1.64725723042166	0.781	0.112	1.85526138762458e-259	CNP
VWA1	9.59197459326691e-224	2.00146801741741	0.859	0.153	1.26786720173802e-219	VWA1
PLP1	5.20732687820462e-175	2.33533182521319	1	0.006	6.88304466761087e-171	PLP1
DBI	5.49966891591411e-135	1.86731974426323	1	0.893	7.26946237305527e-131	DBI
SCN7A	6.95599334125907e-120	1.72771354805131	0.812	0.101	9.19443199847624e-116	SCN7A
GFRA3	2.86803306354609e-110	1.81910437030605	0.719	0	3.79096610339522e-106	GFRA3
EGFL8	6.26225721572373e-100	1.38411103019764	0.688	0.013	8.27745158774362e-96	EGFL8
GPR37L1	6.55010656551827e-99	1.2044004152267	0.719	0.002	8.65793085830205e-95	GPR37L1
SEMA3B	7.1593589704704e-99	1.00432648878049	0.703	0.13	9.46324068716777e-95	SEMA3B
CADM4	2.77769191480265e-95	1.12740872672499	0.688	0.002	3.67155317298615e-91	CADM4
LGI4	1.18000300440212e-94	1.14777168539809	0.734	0.028	1.55972797121872e-90	LGI4
ART3	5.36526031298018e-94	1.4998265361688	0.828	0.072	7.0918010816972e-90	ART3
CADM1	6.53836576762421e-89	1.50600034803068	0.875	0.092	8.64241187164567e-85	CADM1
ASPA	9.32057918779837e-88	1.12969287373953	0.719	0.032	1.23199415704319e-83	ASPA
SOSTDC1	1.59033673039279e-85	1.33801556382164	0.578	0	2.10210709023319e-81	SOSTDC1
RCAN1	5.13993190059228e-83	1.8073737183436	0.641	0.241	6.79396198620288e-79	RCAN1
MATN2	1.3479951973534e-82	1.40294115414445	0.781	0.235	1.78178005186173e-78	MATN2
TSPAN15	3.30248764898957e-77	1.07958003329516	0.703	0.027	4.36522817443442e-73	TSPAN15
FXYD1	1.11989739528843e-76	1.31837122560535	1	0.87	1.48028037709225e-72	FXYD1
MBP	1.88320639535914e-72	1.13827547990457	0.609	0.013	2.48922221338571e-68	MBP
FBXO7	2.1284901633979e-71	0.763631928042361	0.594	0.078	2.81343829797934e-67	FBXO7
ADAM23	4.60872825577838e-70	0.817202686352771	0.625	0.006	6.09181700848787e-66	ADAM23
CMTM5	4.81381142869443e-69	0.585689623668053	0.484	0	6.36289594644829e-65	CMTM5
CDH19	1.67786003060003e-68	0.84695886627212	0.594	0.011	2.21779538844712e-64	CDH19
CRYAB	1.88592363186716e-66	1.25582988594941	0.984	0.71	2.49281385660201e-62	CRYAB
S100B	8.65606843356586e-65	1.40934711909518	0.922	0.117	1.14415912554874e-60	S100B
GAS7	1.09765140433198e-63	1.183319052838	0.781	0.181	1.45087562624601e-59	GAS7
NRN1	1.17452661802756e-63	1.17411649464522	0.734	0.028	1.55248928370882e-59	NRN1
GPM6B	6.36438254904711e-62	1.47976811983094	0.844	0.207	8.41244085333047e-58	GPM6B
CHL1	1.25792217589951e-60	1.05482077499769	0.672	0.017	1.66272153210397e-56	CHL1
SOX10	8.65842367330451e-60	0.594617240301114	0.406	0	1.14447044113739e-55	SOX10
GATM	1.17988587585478e-59	1.24805117218026	0.688	0.043	1.55957315070485e-55	GATM
EEF1A1	7.59620530312675e-57	-0.73525194501233	1	1	1.00406641696729e-52	EEF1A1
CADM2	5.94441840365527e-56	0.559076704364416	0.406	0	7.85733224595153e-52	CADM2
PLEKHB1	8.39469188095385e-55	0.72459108921629	0.516	0.013	1.10961037282448e-50	PLEKHB1
INSC	4.84296698619363e-53	0.527623476879804	0.484	0.005	6.40143376235074e-49	INSC
RXRG	2.095644107273e-52	0.615309654322967	0.469	0.005	2.77002238099345e-48	RXRG
ACSBG1	5.73533282586874e-51	0.591476956889661	0.438	0.003	7.58096292923331e-47	ACSBG1
PTK2	8.44889293080482e-51	0.63157469647813	0.484	0.08	1.11677466759378e-46	PTK2
TTYH1	1.82088710353021e-50	0.701219717187406	0.469	0.006	2.40684857344623e-46	TTYH1
SNX1	1.34763302857968e-49	0.590718938412813	0.516	0.29	1.78130133717662e-45	SNX1
GFAP	9.37194140973954e-49	0.94445950795123	0.391	0.002	1.23878321553937e-44	GFAP
COL28A1	7.47784716761361e-48	0.522798887276467	0.344	0	9.88421838615167e-44	COL28A1
