p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
GSR	2.62412595070048e-110	1.04248631798387	0.63	0.238	3.4685696816359e-106	GSR
CYBA	7.33969310915114e-69	1.38817795985072	1	0.732	9.70160635167597e-65	CYBA
GNGT2	2.95969220616756e-64	1.89688314402497	0.759	0.098	3.91212115811228e-60	GNGT2
PRDX5	2.03547445245704e-61	1.16324883443377	0.87	0.714	2.69049013125772e-57	PRDX5
CD52	2.17758225094138e-60	2.12121971447549	1	0.099	2.87832821929432e-56	CD52
BTG1	1.01282546969761e-59	1.3962359319346	0.981	0.745	1.3387527058463e-55	BTG1
FCER1G	1.22776773773701e-58	2.32311725492626	1	0.107	1.62286339574078e-54	FCER1G
LST1	3.93222999113692e-58	1.67074273020503	0.852	0.075	5.19762160228478e-54	LST1
SRGN	4.72226172582401e-58	1.83232939061814	0.981	0.181	6.24188554919418e-54	SRGN
SH3BGRL3	5.95403322427014e-58	1.42073572913237	1	0.703	7.87004111584028e-54	SH3BGRL3
IGFBP7	2.88309471168385e-57	-2.57860342082369	0.796	0.957	3.81087458990371e-53	IGFBP7
TYROBP	5.62567309158364e-57	2.0918572188106	1	0.106	7.43601469245526e-53	TYROBP
CORO1A	2.42117092510772e-56	1.75465996151706	0.963	0.091	3.20030372880739e-52	CORO1A
GM2A	2.33140667639789e-55	1.1527225737943	0.852	0.422	3.08165334486273e-51	GM2A
NAPSA	7.53719065787844e-54	1.13003762091304	0.722	0.018	9.96265861158372e-50	NAPSA
FAM49B	1.28289863846854e-53	1.22414935771157	0.889	0.188	1.69573542032771e-49	FAM49B
CYTIP	1.01968784318884e-52	1.31149022067245	0.815	0.044	1.34782339112701e-48	CYTIP
TPD52	2.23912410970453e-51	1.05475210144745	0.852	0.216	2.95967424820744e-47	TPD52
CLEC4E	1.23765966506997e-49	1.29073404682496	0.611	0.018	1.63593854528949e-45	CLEC4E
CYBB	3.01339696628473e-49	1.38561661586692	0.778	0.06	3.98310811003515e-45	CYBB
CD53	2.22607260337316e-48	1.35973540484976	0.944	0.097	2.94242276713864e-44	CD53
GMFG	8.98760432035825e-48	1.28292216478968	0.926	0.093	1.18798153906495e-43	GMFG
PLAC8	1.15065298015057e-47	2.39921556633775	0.667	0.055	1.52093310916302e-43	PLAC8
LGALS3	1.88562273847484e-46	1.95364269205149	0.944	0.273	2.49241613571605e-42	LGALS3
LAPTM5	1.96126851626131e-46	1.3775715007207	0.944	0.1	2.59240472479419e-42	LAPTM5
PLAUR	5.74154811434642e-46	1.22965280117841	0.722	0.123	7.5891782975431e-42	PLAUR
RNF149	1.62381559385007e-45	0.884996790493695	0.667	0.172	2.14635945195102e-41	RNF149
CTSS	9.09133640290032e-45	1.74484964880113	0.926	0.1	1.20169284573536e-40	CTSS
PTPRC	1.05636668617463e-43	1.14419764076777	0.833	0.072	1.39630548578562e-39	PTPRC
ITGB2	1.14231715470331e-43	0.986594100850967	0.815	0.063	1.50991481508684e-39	ITGB2
TALDO1	5.97805828768153e-41	0.83094532490219	0.796	0.526	7.90179744465744e-37	TALDO1
ARPC5	1.24967484611928e-40	0.922324883564573	0.796	0.519	1.65182021160046e-36	ARPC5
PFN1	1.34590568025907e-40	1.0353253296788	1	0.987	1.77901812816643e-36	PFN1
SPI1	2.38511239368341e-40	1.32000785123068	0.815	0.075	3.15264156197073e-36	SPI1
LCP1	1.55079561089887e-39	1.22358272850039	0.852	0.088	2.04984163848612e-35	LCP1
F10	2.34582303025849e-38	0.801522825790223	0.389	0.003	3.10070888139568e-34	F10
OSTF1	3.14203255654685e-38	0.8692314311459	0.833	0.522	4.15313863324363e-34	OSTF1
S100A8	5.9889646051389e-38	4.03420125700352	0.111	0.008	7.9162134150726e-34	S100A8
RAC2	1.98620185763553e-37	1.14721211448361	0.796	0.077	2.62536161542264e-33	RAC2
ARHGDIB	4.15260473390503e-37	1.18287127358757	0.944	0.333	5.48891293727566e-33	ARHGDIB
NCF2	5.63409900336183e-37	0.910203523032228	0.685	0.055	7.44715206264367e-33	NCF2
LSP1	8.83211686830506e-37	1.20477283284878	0.852	0.306	1.16742920765256e-32	LSP1
BGN	9.83815789665193e-37	-2.07228887850975	0.722	0.948	1.30040771077945e-32	BGN
UCP2	2.01714906703101e-35	1.20449866419949	0.87	0.126	2.66626763680159e-31	UCP2
CD300A	5.12706733798619e-35	0.823108481537216	0.648	0.041	6.77695760735015e-31	CD300A
ALOX5AP	9.837106594412e-35	1.4428518854352	0.778	0.092	1.30026874964938e-30	ALOX5AP
H3F3A	1.50595086642993e-34	0.810940343976792	1	0.985	1.99056585524709e-30	H3F3A
FAU	2.91813498377253e-34	0.797564850633153	1	0.999	3.85719082155053e-30	FAU
GPX1	5.53907250239696e-34	1.011639458404	0.981	0.941	7.3215460336683e-30	GPX1
SAMSN1	1.23577764662077e-33	0.951767320824831	0.63	0.041	1.63345089330333e-29	SAMSN1
CEBPB	1.95841945184277e-33	1.34550859740283	0.981	0.741	2.58863883144577e-29	CEBPB
CD81	3.10140751251788e-33	-0.975464938575907	0.796	0.988	4.09944045004613e-29	CD81
CD44	4.50936301979019e-33	0.874761797059506	0.722	0.247	5.96047603955867e-29	CD44
RAP1B	5.2490879726784e-33	0.899289466976496	0.944	0.633	6.93824448228631e-29	RAP1B
CDK2AP2	1.13072230430731e-32	0.828795960162659	0.722	0.501	1.4945887418334e-28	CDK2AP2
COTL1	1.16654466572977e-32	1.31467757858024	0.87	0.169	1.54193873916161e-28	COTL1
FXYD5	3.2078977432994e-32	1.2476242638545	0.963	0.46	4.24019923709315e-28	FXYD5
ATOX1	8.89291881007849e-32	0.912587983100209	0.981	0.812	1.17546600831618e-27	ATOX1
PRR13	1.79281508884266e-31	0.989113662994949	0.778	0.464	2.36974298443223e-27	PRR13
IL1B	3.03039060211492e-31	1.68370238701357	0.667	0.055	4.0055702978755e-27	IL1B
LYN	3.45850903567467e-31	0.920124316816761	0.685	0.081	4.57145724335478e-27	LYN
FYB	4.67012258305141e-31	0.858040459747642	0.741	0.081	6.17296803027735e-27	FYB
SLC16A3	9.59592686725908e-31	0.816830731664399	0.537	0.147	1.2683896133143e-26	SLC16A3
FGR	2.46929490428996e-30	0.506195851419209	0.444	0.013	3.26391400449047e-26	FGR
ADRBK2	3.14417206280077e-30	0.401186763190263	0.241	0.039	4.15596663261006e-26	ADRBK2
MPEG1	4.0100295560418e-30	0.812745637002698	0.63	0.048	5.30045706717605e-26	MPEG1
PLIN2	4.59145825205378e-30	1.08162990503993	0.722	0.255	6.06898951756469e-26	PLIN2
ENO3	6.8578178353602e-30	0.634956286272452	0.278	0.043	9.06466361477911e-26	ENO3
ARPC2	7.935532775346e-30	0.756927816988226	1	0.95	1.04891872224523e-25	ARPC2
MCEMP1	1.40587906287939e-29	0.70193456459482	0.352	0.005	1.85829094531398e-25	MCEMP1
BIN2	4.97295167082895e-29	0.696379304336657	0.5	0.029	6.5732475185017e-25	BIN2
PSAP	5.96527644703255e-29	0.961563487032336	1	0.971	7.88490240768763e-25	PSAP
PLEK	5.97074449139991e-29	0.971196351852103	0.704	0.077	7.8921300687324e-25	PLEK
TREM1	7.98989183926541e-29	0.501797629486947	0.37	0.006	1.0561039033141e-24	TREM1
CSF1R	8.12661300465787e-29	0.619822504826744	0.648	0.081	1.07417570695568e-24	CSF1R
ARPC3	1.03601561760635e-28	0.836385572725733	0.981	0.783	1.36940544335207e-24	ARPC3
CD300E	1.13423553055296e-28	0.603445701517624	0.278	0.002	1.49923252428491e-24	CD300E
PLD4	1.6345793229146e-28	0.9200974010899	0.685	0.075	2.16058694902852e-24	PLD4
PILRA	2.46093300053375e-28	0.821798225454172	0.537	0.032	3.25286124010551e-24	PILRA
ADGRE5	3.36675886828804e-28	0.595424889886931	0.481	0.223	4.45018187210313e-24	ADGRE5
CD63	9.10680640879614e-28	-0.931799645287397	0.796	0.98	1.20373767111467e-23	CD63
SPARC	1.14054270637813e-27	-2.07252242277425	0.648	0.947	1.50756934929061e-23	SPARC
SAMHD1	1.41948982317002e-27	0.809994223375376	0.63	0.188	1.87628164826614e-23	SAMHD1
MSRB1	2.39745147655111e-27	1.18306352993241	0.889	0.515	3.16895136170526e-23	MSRB1
HCK	3.15316117034933e-27	0.788181521519421	0.537	0.04	4.16784843496775e-23	HCK
CAPZA2	3.49928502913164e-27	0.749787339735876	0.963	0.671	4.6253549515062e-23	CAPZA2
CD300LF	9.32560440351582e-27	0.409953756310782	0.352	0.007	1.23265839005672e-22	CD300LF
CD68	2.45301704862878e-26	0.854585016178234	0.704	0.093	3.24239793487752e-22	CD68
SPN	3.12918206138108e-26	0.606398987438664	0.296	0.015	4.13615284873351e-22	SPN
PTPN6	5.24537920490621e-26	0.903835871645122	0.574	0.057	6.93334223304502e-22	PTPN6
ADSSL1	9.30601676080599e-26	0.53432854295746	0.407	0.074	1.23006929544334e-21	ADSSL1
CLEC4D	1.350990274566e-25	0.831821784063512	0.407	0.022	1.78573894492134e-21	CLEC4D
NUFIP1	1.82311242609465e-25	0.268476467984361	0.167	0.059	2.40979000481191e-21	NUFIP1
B2M	2.54449736844473e-25	0.9921679174919	1	0.99	3.36331662161025e-21	B2M
CDC42	5.41138804052896e-25	0.683391672824104	1	0.864	7.15277271197118e-21	CDC42
CFL1	8.62808407088995e-25	0.720734120516729	1	0.966	1.14046015249023e-20	CFL1
EMILIN2	1.09376990818841e-24	0.662465316712091	0.574	0.06	1.44574506464344e-20	EMILIN2
SHFM1	1.89534236744647e-24	0.70261913630859	1	0.953	2.50526354129075e-20	SHFM1
SERPINH1	2.61254160101815e-24	-1.24909259899051	0.574	0.923	3.45325748822579e-20	SERPINH1
SLC25A4	3.14203620249871e-24	-0.951138136473159	0.667	0.953	4.15314345246279e-20	SLC25A4
PLA2G7	3.85101372384693e-24	0.94346369182241	0.556	0.055	5.09026994018088e-20	PLA2G7
CSF2RA	3.85416589682377e-24	0.811989379353498	0.648	0.111	5.09443648242166e-20	CSF2RA
EFHD2	1.08454983540769e-23	0.784122954148271	0.759	0.327	1.43355797244188e-19	EFHD2
ABCG1	1.10848838310971e-23	0.596563787106385	0.444	0.047	1.46519994479441e-19	ABCG1
SLC11A1	1.61182031049138e-23	0.66700059578248	0.556	0.054	2.13050408640751e-19	SLC11A1
NCF4	2.22334887372672e-23	0.680897750536722	0.519	0.045	2.93882254129198e-19	NCF4
TREML4	5.51594759851621e-23	0.340672384347585	0.222	0.001	7.29097953571872e-19	TREML4
NENF	6.87209545235954e-23	-0.873738769162756	0.574	0.914	9.08353576892884e-19	NENF
ARHGAP30	7.57971411113456e-23	0.499964729275414	0.5	0.038	1.00188661120977e-18	ARHGAP30
SELPLG	1.1596726274767e-22	0.707369671359409	0.611	0.075	1.53285527899871e-18	SELPLG
CALM1	1.26812898875669e-22	0.785697707669554	1	0.974	1.6762128973386e-18	CALM1
CAPZA1	1.63862182772453e-22	0.520718301143938	0.537	0.209	2.16593033188629e-18	CAPZA1
PTPN1	1.84888260733653e-22	0.652433620361288	0.759	0.3	2.44385303037743e-18	PTPN1
HCLS1	2.16489064918897e-22	0.602503149997649	0.611	0.077	2.86155246009798e-18	HCLS1
ARPC1B	2.54805356939641e-22	0.705418434625307	1	0.965	3.36801720802817e-18	ARPC1B
PTGIS	3.11121009597271e-22	-1.22533540302816	0.519	0.871	4.11239750485673e-18	PTGIS
RHOG	3.56518156923681e-22	0.632250205294952	0.593	0.185	4.71245699821721e-18	RHOG
FXYD1	4.02316465833309e-22	-1.02317037937103	0.537	0.872	5.31781904538467e-18	FXYD1
CTSZ	4.80861299137626e-22	0.807670021911526	0.963	0.722	6.35602465200114e-18	CTSZ
ITGAL	7.41112112862318e-22	0.43307174505271	0.296	0.006	9.79601990781412e-18	ITGAL
UNC93B1	8.78681749976239e-22	0.711719198307427	0.778	0.167	1.16144153711859e-17	UNC93B1
ZBTB20	9.03288953625704e-22	-0.977960816859334	0.537	0.906	1.19396733890246e-17	ZBTB20
CD14	1.02509891765492e-21	1.34236187021042	0.667	0.11	1.35497574935627e-17	CD14
CXCR4	1.29816421115711e-21	0.543637894537801	0.37	0.023	1.71591345430747e-17	CXCR4
IFI30	1.76102787808376e-21	0.941171216935487	0.685	0.193	2.32772664925111e-17	IFI30
GPSM3	2.10965602997764e-21	0.755114463405114	0.556	0.092	2.78854334042444e-17	GPSM3
VAMP8	2.35114143824382e-21	0.677839868773282	0.833	0.571	3.10773875307068e-17	VAMP8
CRIP2	2.71033646620508e-21	-1.03465424611252	0.537	0.883	3.58252274102988e-17	CRIP2
HP	3.3605254470592e-21	1.23199759452299	0.574	0.071	4.44194253592285e-17	HP
RBP1	4.36892926227671e-21	-1.1720465257347	0.537	0.852	5.77485069887735e-17	RBP1
RPS27A	6.98934472978912e-21	0.595216978397282	1	1	9.23851586383525e-17	RPS27A
