p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
GPX3	0	2.05001119843269	0.868	0.178	0	GPX3
GSN	0	1.72747384252735	0.997	0.934	0	GSN
SERPING1	0	1.69842304002648	0.993	0.65	0	SERPING1
CYGB	0	1.60833766141904	0.955	0.183	0	CYGB
C3	0	1.55820447979375	0.811	0.251	0	C3
FBLN1	0	1.45293912689292	0.976	0.372	0	FBLN1
DPEP1	0	1.37791366613135	0.63	0.049	0	DPEP1
SERPINF1	0	1.36574384643687	0.968	0.294	0	SERPINF1
IGFBP4	0	1.34785284290582	0.992	0.633	0	IGFBP4
SMOC2	0	1.27081984940203	0.61	0.123	0	SMOC2
PCOLCE	0	1.21945695154179	0.969	0.461	0	PCOLCE
DPT	0	1.16177149285355	0.942	0.237	0	DPT
SFRP1	0	1.15092591284631	0.648	0.154	0	SFRP1
CLEC3B	0	1.13922221955615	0.641	0.08	0	CLEC3B
GAS6	0	1.12154833379249	0.972	0.854	0	GAS6
DCN	0	1.09615429486865	1	0.687	0	DCN
HTRA3	0	0.956459162185864	0.881	0.492	0	HTRA3
ENTPD2	0	0.938781476213804	0.727	0.148	0	ENTPD2
CFH	0	0.872277342313369	0.994	0.824	0	CFH
BICC1	0	0.865237904306146	0.718	0.137	0	BICC1
CD302	0	0.857263081274126	0.865	0.504	0	CD302
PI16	0	0.823732063282844	0.699	0.158	0	PI16
RNASE4	0	0.822654483057554	0.838	0.4	0	RNASE4
SLC43A3	0	0.820265876497245	0.781	0.302	0	SLC43A3
ADAMTS2	0	0.810613416724213	0.789	0.4	0	ADAMTS2
CCDC80	0	0.774272303973594	0.961	0.707	0	CCDC80
LRP1	0	0.741890153023498	0.921	0.573	0	LRP1
MGST1	0	0.736663465443927	0.841	0.44	0	MGST1
SRPX	0	0.730676839501555	0.496	0.072	0	SRPX
OLFML3	0	0.718008858556316	0.69	0.204	0	OLFML3
CPXM1	0	0.708822508464186	0.542	0.089	0	CPXM1
CTSL	0	0.676516140742204	0.982	0.866	0	CTSL
SEPP1	0	0.66137472412346	0.997	0.871	0	SEPP1
PDGFRA	0	0.642616126987317	0.594	0.114	0	PDGFRA
SCN7A	0	0.44690000126588	0.411	0.046	0	SCN7A
LUM	0	0.396089264125469	0.997	0.608	0	LUM
PPIA	0	-0.486454520238992	0.998	0.999	0	PPIA
NPNT	0	-0.792134152601444	0.024	0.438	0	NPNT
SH3BGR	0	-0.83886555527313	0.02	0.428	0	SH3BGR
BCAM	0	-0.850112451045771	0.066	0.491	0	BCAM
TINAGL1	0	-0.89119518566125	0.013	0.457	0	TINAGL1
RAMP1	0	-0.897007161647729	0.021	0.493	0	RAMP1
FBXL22	0	-0.929807828398032	0.011	0.403	0	FBXL22
ACTN1	0	-1.08035594563963	0.507	0.75	0	ACTN1
LMOD1	0	-1.09426026487762	0.267	0.6	0	LMOD1
MYLK	0	-1.1627368304115	0.206	0.598	0	MYLK
TPM1	0	-1.31289674547128	0.636	0.793	0	TPM1
MYL6	0	-1.37328420117313	0.99	0.994	0	MYL6
CSRP1	0	-1.3890804742759	0.646	0.811	0	CSRP1
TMSB4X	0	-1.49121642878206	0.999	0.99	0	TMSB4X
DSTN	0	-1.55856675987678	0.912	0.953	0	DSTN
MYH11	0	-1.56800331845405	0.226	0.598	0	MYH11
CNN1	0	-1.69584945932409	0.258	0.606	0	CNN1
TPM2	0	-2.11485951056403	0.572	0.756	0	TPM2
MYL9	0	-2.3052062626323	0.598	0.74	0	MYL9
TAGLN	0	-2.65154888880285	0.589	0.761	0	TAGLN
ACTA2	0	-3.10942964639134	0.707	0.828	0	ACTA2
CXCL12	5.43472210425371e-323	1.08043168216371	0.83	0.484	7.18361567740256e-319	CXCL12
COL18A1	8.403058623155e-318	-0.906107163468946	0.095	0.51	1.11071628880863e-313	COL18A1
HSPB6	3.00709745101448e-317	-0.856789838164638	0.055	0.471	3.97478141075093e-313	HSPB6
