p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
TAGLN	0	1.07509048827712	1	0.685	0	TAGLN
ACTA2	0	1.0571128414763	1	0.774	0	ACTA2
ATF3	0	1.05265895038338	0.871	0.51	0	ATF3
FOS	0	0.979193992517662	0.995	0.89	0	FOS
CNN1	0	0.974001352624837	0.996	0.469	0	CNN1
MYH11	0	0.971526348069503	0.995	0.455	0	MYH11
DSTN	0	0.967296357685365	1	0.937	0	DSTN
MYL9	0	0.914833381857071	1	0.666	0	MYL9
CYR61	0	0.9125269280724	0.952	0.698	0	CYR61
TPM2	0	0.898922417371008	1	0.676	0	TPM2
TCAP	0	0.880724090913601	0.755	0.246	0	TCAP
MYLK	0	0.852153390833432	0.976	0.454	0	MYLK
FILIP1L	0	0.842063423096178	0.948	0.544	0	FILIP1L
TPM1	0	0.835306688804386	0.998	0.725	0	TPM1
CSRP1	0	0.829732714693303	0.997	0.745	0	CSRP1
MYL6	0	0.824559330306496	1	0.992	0	MYL6
HSPB1	0	0.814765624251276	0.993	0.809	0	HSPB1
ACTN1	0	0.808077823520498	0.991	0.66	0	ACTN1
PPP1R14A	0	0.788835706132101	0.969	0.457	0	PPP1R14A
FLNA	0	0.788391050656498	0.992	0.661	0	FLNA
CPE	0	0.786689925390877	1	0.816	0	CPE
CALD1	0	0.783007547753312	0.999	0.771	0	CALD1
MAP1B	0	0.764952622444252	0.981	0.613	0	MAP1B
ACTG2	0	0.749059927796156	0.707	0.217	0	ACTG2
CSRP2	0	0.738248768042634	1	0.805	0	CSRP2
SLMAP	0	0.729702828980368	0.904	0.392	0	SLMAP
PPP1R12A	0	0.72782297464951	0.928	0.492	0	PPP1R12A
SOST	0	0.727499455313388	0.797	0.264	0	SOST
LMOD1	0	0.71896347839108	0.979	0.467	0	LMOD1
PBXIP1	0	0.716270446032458	0.961	0.598	0	PBXIP1
RBPMS	0	0.715986235025394	0.959	0.53	0	RBPMS
NPNT	0	0.715796160655439	0.822	0.288	0	NPNT
ITGA8	0	0.71412137063326	0.928	0.373	0	ITGA8
FBXL22	0	0.695194091598915	0.8	0.256	0	FBXL22
FBLIM1	0	0.682176349784085	0.97	0.538	0	FBLIM1
SMTN	0	0.672727745349574	0.905	0.409	0	SMTN
LPP	0	0.661374045824458	0.888	0.445	0	LPP
HSPB6	0	0.64526011940715	0.844	0.323	0	HSPB6
NOV	0	0.622479997950634	0.787	0.292	0	NOV
PCDH7	0	0.604173766265105	0.848	0.382	0	PCDH7
SH3BGR	0	0.58491429019533	0.83	0.277	0	SH3BGR
NEXN	0	0.57689228223692	0.826	0.343	0	NEXN
SYNPO2	0	0.567277208504055	0.767	0.271	0	SYNPO2
RAMP1	0	0.523322453272165	0.831	0.341	0	RAMP1
