p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
PF4	0	2.95144899886151	0.995	0.061	0	PF4
FOLR2	0	2.69738993873379	1	0.04	0	FOLR2
F13A1	0	2.3533596727584	1	0.047	0	F13A1
HMOX1	0	2.25727628030774	0.945	0.11	0	HMOX1
SEPP1	0	1.97949859451414	1	0.889	0	SEPP1
NINJ1	0	1.80954322118362	0.977	0.478	0	NINJ1
FCGRT	0	1.80023196239928	1	0.586	0	FCGRT
GRN	0	1.61584563255833	0.995	0.668	0	GRN
CTSB	0	1.52084788404497	1	0.972	0	CTSB
PLTP	1.48219693752374e-323	1.94338136402204	0.995	0.233	1.95916791201888e-319	PLTP
BLVRB	2.56276791154313e-319	1.20430790543144	0.927	0.438	3.38746662547771e-315	BLVRB
CCL8	1.11227022585656e-318	3.69530625262182	0.936	0.077	1.47019878453721e-314	CCL8
MRC1	5.61443307049267e-311	2.02510690455929	0.968	0.044	7.42115763257722e-307	MRC1
LGMN	1.17128656826332e-297	1.5833163045765	1	0.554	1.54820658593045e-293	LGMN
CTSC	3.54779371591752e-292	2.14554175826397	0.995	0.207	4.68947373369978e-288	CTSC
DAB2	5.97864856678963e-290	1.65030648067919	0.973	0.201	7.90257767558253e-286	DAB2
LTC4S	9.49174915609334e-289	1.80600657189394	0.913	0.027	1.25461940345242e-284	LTC4S
LYVE1	4.83118181804625e-287	1.90903176051796	0.936	0.034	6.38585612709354e-283	LYVE1
C5AR1	1.72407793871247e-279	1.81458868018528	0.986	0.049	2.27888621939014e-275	C5AR1
CFP	3.64681445522012e-278	1.91259531874959	0.973	0.055	4.82035934690995e-274	CFP
CSF1R	5.87690848416725e-278	1.96846948910969	0.991	0.066	7.76809763437227e-274	CSF1R
CLEC10A	9.78217598417392e-276	1.83639557670745	0.858	0.022	1.29300802158811e-271	CLEC10A
C1QC	5.12080929361303e-270	2.85057131292242	1	0.091	6.76868572429771e-266	C1QC
C1QA	1.03036209906621e-265	2.91684655364976	1	0.11	1.36193262254571e-261	C1QA
IGFBP7	1.20570276469742e-262	-3.00055513970391	0.493	0.966	1.59369791437705e-258	IGFBP7
CLTA	1.97596065461764e-258	1.10735784734485	0.995	0.801	2.6118247932736e-254	CLTA
