p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
SPP1	0	3.42369406542873	0.721	0.166	0	SPP1
FN1	0	2.10973641387829	0.867	0.458	0	FN1
LUM	0	1.85303782044248	0.995	0.629	0	LUM
COL1A1	0	1.77240679889344	0.979	0.814	0	COL1A1
TNFRSF11B	0	1.62431215676591	0.662	0.117	0	TNFRSF11B
MGP	0	1.62393582449068	1	0.971	0	MGP
SPARC	0	1.58320628048071	1	0.939	0	SPARC
TIMP1	0	1.56441591586368	0.839	0.34	0	TIMP1
CLU	0	1.45544763966124	0.968	0.816	0	CLU
CST3	0	1.45408083215916	1	1	0	CST3
COL1A2	0	1.36560509767873	0.991	0.879	0	COL1A2
FRZB	0	1.32908066032652	0.879	0.242	0	FRZB
SERPINE2	0	1.23352107236757	0.929	0.74	0	SERPINE2
COL3A1	0	1.04885757821375	0.976	0.844	0	COL3A1
COL5A2	0	1.04011201833965	0.803	0.362	0	COL5A2
LTBP2	0	0.999835114192211	0.662	0.148	0	LTBP2
RARRES1	0	0.976473048922426	0.574	0.064	0	RARRES1
BGN	0	0.893748804927028	1	0.94	0	BGN
PPIC	0	0.835080471560833	0.799	0.384	0	PPIC
MXRA8	0	0.741137397354752	0.936	0.66	0	MXRA8
TNC	0	0.701451779620881	0.445	0.048	0	TNC
CRISPLD1	1.07998844516531e-303	0.794722035547829	0.509	0.09	1.4275287268195e-299	CRISPLD1
COL6A3	1.06482176881602e-283	0.81641833223485	0.658	0.283	1.40748141402101e-279	COL6A3
ACAN	7.91044301372594e-277	0.766394698425138	0.383	0.049	1.04560235755429e-272	ACAN
TMSB4X	1.32461339420046e-273	-0.971137200672453	0.946	0.998	1.75087398445416e-269	TMSB4X
SDC1	1.05890661954783e-254	0.553062182406534	0.596	0.151	1.39966276971832e-250	SDC1
PDGFC	3.74817124708726e-245	0.456628176419034	0.464	0.09	4.95433275439994e-241	PDGFC
NUPR1	9.39975679578869e-240	0.8616638118311	0.981	0.869	1.24245985326735e-235	NUPR1
DCN	4.62366625002957e-234	0.677292459666969	0.982	0.706	6.11156204928908e-230	DCN
SCARA3	1.46689450096658e-224	0.672653369514165	0.749	0.334	1.93894115137763e-220	SCARA3
SERPINH1	9.62769632593079e-224	0.597560700360792	0.993	0.912	1.27258890036153e-219	SERPINH1
CGREF1	1.65361157813163e-209	0.366716316358576	0.363	0.052	2.18574378397439e-205	CGREF1
LGALS3	5.24865876001573e-208	0.859647526172244	0.63	0.231	6.9376771489888e-204	LGALS3
FMOD	9.63068013592985e-207	1.14635527197674	0.503	0.126	1.27298330036721e-202	FMOD
DAP	2.53980275624654e-204	0.52294160463437	0.837	0.579	3.35711128320668e-200	DAP
SNCG	7.27889358104529e-204	0.853896489853439	0.637	0.226	9.62124153542566e-200	SNCG
COL6A1	4.91068538191998e-203	0.755214024402591	0.792	0.556	6.49094393782183e-199	COL6A1
GDF10	3.24980451439303e-202	0.876071944807713	0.404	0.079	4.29559160712471e-198	GDF10
SLC7A2	3.62325424444615e-201	0.417222840639521	0.422	0.086	4.78921746030892e-197	SLC7A2
MMP2	4.8312138849596e-201	0.592577470453716	0.768	0.33	6.3858985131396e-197	MMP2
CX3CL1	1.29225567084252e-200	0.413162548987816	0.451	0.098	1.70810354571964e-196	CX3CL1
FZD9	4.82956321485283e-194	0.567329321978397	0.294	0.035	6.38371665739247e-190	FZD9
SMOC1	5.79246142519431e-191	0.583872538138457	0.664	0.268	7.65647551182184e-187	SMOC1
B3GNT9	6.9922648055358e-191	0.400656679236485	0.569	0.179	9.24237561995722e-187	B3GNT9
SPARCL1	3.89868910782036e-189	-0.939142787387412	0.12	0.503	5.15328726271695e-185	SPARCL1
VCAM1	1.12522918617266e-187	0.970926935523553	0.771	0.398	1.48732793828302e-183	VCAM1
