p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
PTP4A3	2.04088589329093e-144	1.2932840780889	0.902	0.376	2.69764297375195e-140	PTP4A3
NRIP2	6.22201983243802e-105	0.900449521096669	0.541	0.007	8.22426581451658e-101	NRIP2
PCP4L1	2.75011320149467e-101	1.24208670820884	0.885	0.261	3.63509962973565e-97	PCP4L1
RASD1	8.49831234261783e-100	1.45262337991235	0.615	0.107	1.12330692544723e-95	RASD1
CRIP1	6.87496248174832e-89	1.30744267232785	1	0.966	9.08732540837493e-85	CRIP1
RASL11A	8.92607221721486e-85	1.52724139628595	0.811	0.281	1.17984822567146e-80	RASL11A
MGST3	5.93712520915811e-83	0.844043834658419	0.705	0.239	7.84769210146519e-79	MGST3
SORBS2	8.36209523277811e-82	0.900201454917178	0.557	0.167	1.10530174786861e-77	SORBS2
SNCG	1.7530605606599e-81	1.47738947760782	0.934	0.266	2.31719544908026e-77	SNCG
HIGD1B	6.71883136182835e-76	1.09133698404341	0.467	0.009	8.88095129406471e-72	HIGD1B
COX8A	4.70200589534707e-72	0.767862522077	0.984	0.979	6.21511139246976e-68	COX8A
NOTCH3	1.87177012457332e-68	0.779023654051154	0.582	0.052	2.47410575066102e-64	NOTCH3
ATPIF1	8.00098416558747e-66	0.825968262484642	0.943	0.781	1.05757008700735e-61	ATPIF1
SPARCL1	1.27717302516123e-63	1.26542846389554	0.877	0.454	1.68816730465811e-59	SPARCL1
PLN	7.97329903181956e-60	0.936363042855298	0.566	0.06	1.05391066602591e-55	PLN
KCNA5	1.3199440489517e-57	0.533016477633878	0.443	0.017	1.74470204390435e-53	KCNA5
NDUFA4L2	7.90646439943894e-55	1.23104392282114	0.615	0.112	1.04507646431784e-50	NDUFA4L2
GUCY1A3	2.11518709830577e-54	0.857662261688182	0.934	0.387	2.79585430654057e-50	GUCY1A3
CASQ2	4.43677236127036e-52	0.400598479901759	0.295	0.003	5.86452570712716e-48	CASQ2
RGS5	9.64745046419643e-52	1.88844308347079	0.566	0.16	1.27520000235748e-47	RGS5
TXNDC11	1.70031684903849e-51	0.643852285558946	0.393	0.155	2.24747881105907e-47	TXNDC11
CKB	1.84122771905731e-46	0.904535022778221	0.926	0.612	2.43373479904995e-42	CKB
MYLK	4.27762351008566e-46	0.965273935460945	0.975	0.53	5.65416275563123e-42	MYLK
LCMT2	8.29216252824881e-46	0.525552900554091	0.336	0.037	1.09605804298393e-41	LCMT2
TINAGL1	8.81132057270269e-46	0.86096234167576	0.943	0.379	1.16468035329984e-41	TINAGL1
ATP1B2	5.1768185289543e-45	0.580658304846756	0.598	0.125	6.8427187315718e-41	ATP1B2
TPM1	9.76772962512764e-45	0.9084640739138	1	0.765	1.29109850184937e-40	TPM1
PPP1R15A	2.80054899128081e-44	1.02738644722212	0.795	0.61	3.70176565667497e-40	PPP1R15A
GPR20	4.10776505501293e-44	0.2688066225195	0.238	0.002	5.42964384971609e-40	GPR20
EMD	5.97803851591232e-44	0.723471843190796	0.656	0.418	7.90177131033291e-40	EMD
ADAMTS1	7.56493837549327e-44	1.0505845561924	0.803	0.442	9.99933554472701e-40	ADAMTS1
S1PR3	3.26191868733687e-43	0.652621248156634	0.426	0.042	4.31160412092187e-39	S1PR3
TSC22D1	3.93460231023916e-43	0.948935260537287	0.91	0.619	5.20075733367412e-39	TSC22D1
RBPMS2	8.78652979055027e-43	0.663685607387837	0.689	0.22	1.16140350771493e-38	RBPMS2
BCAS3	5.57689958816952e-42	0.430345198746648	0.336	0.085	7.37154587564248e-38	BCAS3
COX4I2	1.12876560599406e-41	0.82342099313604	0.746	0.2	1.49200237800294e-37	COX4I2
TESC	1.13735353791835e-41	0.693070539224562	0.508	0.088	1.50335390642048e-37	TESC
PARM1	2.24321441321475e-41	0.527097095291388	0.402	0.054	2.96508081138726e-37	PARM1
RRAD	2.87988047335052e-41	1.34340885293311	0.697	0.343	3.80662600967472e-37	RRAD
GNG11	1.25559325993705e-40	0.899653144567596	0.836	0.403	1.65964317098479e-36	GNG11
TPM2	3.75124123117658e-40	0.922427748680195	1	0.723	4.9583906593692e-36	TPM2
UBA2	5.82488512786733e-40	0.554357873799209	0.713	0.374	7.69933316201504e-36	UBA2
FILIP1L	1.92131570041116e-39	0.830587189760247	0.959	0.603	2.53959509280347e-35	FILIP1L
MYH11	2.15109085408041e-39	0.73810745182489	1	0.533	2.84331189092348e-35	MYH11
PALLD	7.22643301485447e-39	0.65449947506127	0.623	0.199	9.55189915903464e-35	PALLD
RASGRP2	2.67389071204327e-38	0.604457900077277	0.623	0.201	3.5343487431788e-34	RASGRP2
MYL9	7.4351353901168e-38	0.882182294015295	1	0.714	9.82776195865638e-34	MYL9
CALD1	7.71731422164611e-38	0.782189215415715	1	0.804	1.02007459381718e-33	CALD1
BCAM	1.15427149171524e-36	0.763319209491781	0.918	0.417	1.5257160577492e-32	BCAM
