p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
COMP	0	2.37060721608454	0.789	0.159	0	COMP
PRELP	0	1.53013696959394	0.988	0.731	0	PRELP
ABI3BP	0	1.4384681526226	0.938	0.493	0	ABI3BP
FXYD6	0	1.39310750935912	0.967	0.325	0	FXYD6
DKK3	0	1.26961467190479	0.956	0.592	0	DKK3
PRG4	4.94065645841247e-324	1.80448467922397	0.884	0.186	6.5305597067296e-320	PRG4
FIBIN	1.97342080335683e-284	1.38512883413499	0.824	0.323	2.60846761787705e-280	FIBIN
FMOD	1.50236820662486e-279	1.77841073323292	0.782	0.136	1.98583029551673e-275	FMOD
ANGPTL7	3.84327476300753e-268	2.11712898063859	0.565	0.056	5.08004058174335e-264	ANGPTL7
DCN	8.54756524820247e-253	1.4685438060767	1	0.723	1.1298171745074e-248	DCN
CCDC80	2.41624185398744e-233	1.23961518296361	0.991	0.735	3.19378848260059e-229	CCDC80
GSN	1.16494356985513e-225	1.03303142255313	1	0.941	1.53982241063451e-221	GSN
WIF1	1.53414552117899e-215	1.74107996024611	0.68	0.246	2.02783354989439e-211	WIF1
THBS1	1.94201815415924e-215	1.3006569868054	0.734	0.162	2.56695959616769e-211	THBS1
SERPINF1	2.54413800224784e-202	1.1897265496319	0.896	0.377	3.36284161137119e-198	SERPINF1
COL8A2	3.2914089131594e-202	0.517012851525664	0.393	0.017	4.35058430141409e-198	COL8A2
TIMP3	1.30809892316019e-182	0.924174274472589	0.982	0.861	1.72904515663313e-178	TIMP3
CILP2	1.63681889090315e-179	0.888251954412653	0.419	0.033	2.16354720999579e-175	CILP2
THBS4	1.21301589187584e-176	1.06712563758045	0.306	0.007	1.60336440588148e-172	THBS4
CYTL1	1.07364817227485e-167	1.91718680608077	0.68	0.181	1.4191481541129e-163	CYTL1
CADM1	2.72086917899383e-166	0.609692857667823	0.533	0.073	3.59644488079404e-162	CADM1
PDGFRL	9.23884358802318e-165	0.713549084926644	0.731	0.21	1.2211903454649e-160	PDGFRL
FRZB	1.73157420068256e-162	0.902322047430717	0.829	0.288	2.28879477846221e-158	FRZB
LUM	4.69164998580635e-162	1.00271158133551	0.991	0.654	6.20142295123884e-158	LUM
CILP	3.30026081663823e-159	1.35010118219936	0.382	0.031	4.36228474743242e-155	CILP
MEOX1	1.59665055559407e-155	0.904655572312468	0.535	0.088	2.11045270438424e-151	MEOX1
ALDH1A1	1.93323236106588e-155	0.807020513789249	0.667	0.169	2.55534653485688e-151	ALDH1A1
MMP2	5.83612366668846e-155	0.806733772476634	0.87	0.354	7.71418826262881e-151	MMP2
PAMR1	2.32776698701493e-152	0.682241127835447	0.562	0.185	3.07684240343634e-148	PAMR1
CYP26A1	7.9966347680029e-152	0.471640388578787	0.275	0.007	1.05699518363462e-147	CYP26A1
OLFML3	1.36152067257621e-150	0.842212715629437	0.766	0.257	1.79965802501123e-146	OLFML3
MYL9	1.11916710479102e-148	-2.55071425580195	0.315	0.739	1.47931507911277e-144	MYL9
SCARA3	1.62361436248654e-145	0.7962616630428	0.792	0.36	2.14609346433471e-141	SCARA3
MYH11	1.78778331184025e-145	-1.6022027385005	0.079	0.562	2.36309198159044e-141	MYH11
S100B	9.39218792857165e-142	0.730658364982383	0.533	0.1	1.2414594003986e-137	S100B
CNN1	1.71431292300465e-139	-1.72424126993589	0.109	0.574	2.26597882162754e-135	CNN1
LMO4	4.12817907810033e-137	0.683180624849967	0.849	0.612	5.45662710543302e-133	LMO4
MYLK	1.45858585739319e-136	-1.19896614881269	0.088	0.559	1.92795878630232e-132	MYLK
CALD1	2.06089392782895e-133	-1.32531938575512	0.491	0.823	2.72408959380431e-129	CALD1
FBLN1	1.71027781516603e-131	0.798068217781163	0.903	0.447	2.26064521608645e-127	FBLN1
TPM2	7.2470472359166e-130	-2.20216772384049	0.403	0.743	9.57914703643457e-126	TPM2
SCX	6.28088894399223e-128	0.561367247767348	0.491	0.101	8.30207900616893e-124	SCX
TMSB4X	4.23066672396791e-127	-1.24848356134055	0.968	0.993	5.59209527574079e-123	TMSB4X
PPP1R14A	6.48490997754245e-123	-1.25072948304884	0.114	0.559	8.57175400831561e-119	PPP1R14A
LMOD1	1.53102414339221e-119	-1.15529660921783	0.151	0.567	2.02370771273582e-115	LMOD1
RAMP1	1.66456211224869e-118	-0.830548306787225	0.019	0.438	2.20021819997032e-114	RAMP1
