p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
HMGB2	4.70506328582244e-148	2.43282073370257	1	0.242	6.2191526512001e-144	HMGB2
H2AFZ	7.11449451542359e-126	2.50468829310064	1	0.736	9.40393885048689e-122	H2AFZ
STMN1	1.6548657892313e-125	2.78413243966043	1	0.093	2.18740160020593e-121	STMN1
HMGN2	5.22941741978909e-89	1.4723124462356	0.926	0.198	6.91224394547722e-85	HMGN2
TMPO	1.72557838827982e-78	1.29517971707755	0.926	0.276	2.28086951362826e-74	TMPO
TUBA1B	2.77496809136904e-70	1.69397758643113	0.963	0.864	3.66795282317159e-66	TUBA1B
UBE2S	3.74585651475383e-68	1.46480380961747	0.963	0.631	4.95127314120162e-64	UBE2S
SMC4	4.38600649063853e-67	1.39162413244965	0.963	0.185	5.79742337932601e-63	SMC4
TOP2A	1.58143189207933e-65	1.92930371937769	1	0.01	2.09033667495046e-61	TOP2A
SPC24	9.48031425001957e-64	1.24652936738415	0.889	0.028	1.25310793756759e-59	SPC24
H2AFV	1.88649767806946e-63	1.32058536142089	1	0.567	2.49357263087221e-59	H2AFV
CDKN2C	2.15230011042021e-63	1.20157000160552	0.741	0.137	2.84491028595343e-59	CDKN2C
CKS1B	2.39670007726907e-62	1.18444361888862	0.963	0.187	3.16795816213425e-58	CKS1B
ARL6IP1	3.05349610918027e-61	1.73913383502008	0.963	0.497	4.03611115711448e-57	ARL6IP1
CKS2	8.69393113426377e-60	1.5382101053611	0.852	0.091	1.14916381732699e-55	CKS2
SMC2	2.12821050861174e-58	1.14306033765381	0.852	0.065	2.81306865028299e-54	SMC2
CCNA2	2.37723077244515e-56	1.40779888223173	0.889	0.003	3.14222363501801e-52	CCNA2
AQP11	1.30313463383703e-55	0.386347031247553	0.111	0.007	1.72248335900579e-51	AQP11
PCNA	2.80164595370414e-55	1.00956688548757	0.63	0.198	3.70321562160613e-51	PCNA
BIRC5	1.14526502890692e-54	1.56850517846736	0.963	0.008	1.51381131520917e-50	BIRC5
NUSAP1	8.52687533568566e-54	1.38419938370051	0.889	0.007	1.12708238187093e-49	NUSAP1
HMGB1	3.27883946997688e-50	1.35362244568726	1	0.947	4.33397001141543e-46	HMGB1
RRM2	8.97977707456123e-49	1.34054334569234	0.704	0.015	1.1869469337155e-44	RRM2
PBK	2.38301221223535e-48	1.18949075937228	0.741	0.003	3.14986554213268e-44	PBK
RAN	3.9808811989123e-48	1.15266495432952	0.963	0.697	5.26192876872228e-44	RAN
CDCA3	8.60221845692323e-48	1.19399054674815	0.852	0.005	1.13704123563611e-43	CDCA3
CDK1	1.84371327220089e-47	1.33511906972562	0.815	0.01	2.43702020319514e-43	CDK1
MKI67	2.28324475563238e-47	1.34177628288067	0.852	0.01	3.01799291799487e-43	MKI67
SPC25	4.45082775770603e-47	1.10472082227457	0.778	0.005	5.88310413013583e-43	SPC25
CCNB2	4.65053430510683e-47	1.32988586401517	0.815	0.005	6.14707624449021e-43	CCNB2
CENPA	1.6419227410284e-46	1.5585355911513	0.889	0.039	2.17029347909135e-42	CENPA
UBE2C	4.79406773666354e-44	1.99952627818176	0.741	0.006	6.33679873432187e-40	UBE2C
CENPF	9.55799852627304e-44	1.44901341394368	0.741	0.006	1.26337624520277e-39	CENPF
PRC1	1.04402268941839e-43	1.47268377462497	0.741	0.007	1.37998919087323e-39	PRC1
CDCA8	7.21998985252035e-43	1.14702168118172	0.815	0.008	9.5433825870614e-39	CDCA8
RBM3	8.83326837811232e-42	1.17004503632185	1	0.778	1.16758141421889e-37	RBM3
FAM64A	3.17186628087345e-40	0.8602732829787	0.667	0.002	4.19257285005852e-36	FAM64A
CDC20	2.90898246906813e-39	1.37837103798938	0.704	0.013	3.84509302761425e-35	CDC20
HMMR	4.14529148621109e-39	0.874349280393927	0.667	0.002	5.47924628647381e-35	HMMR
ASF1B	8.37289014094688e-39	0.970492322615889	0.63	0.009	1.10672861883036e-34	ASF1B
H2AFX	1.95328965989928e-38	0.970166968790737	0.741	0.162	2.58185827245487e-34	H2AFX
CENPW	2.01277163094444e-38	0.788846441523316	0.63	0.054	2.66048154178236e-34	CENPW
TPX2	2.07620835120527e-38	0.941966898579356	0.741	0.009	2.74433219862313e-34	TPX2
TK1	6.74016042413832e-38	1.04823271810624	0.667	0.01	8.90914404862603e-34	TK1
HN1	5.83618686826285e-37	1.37374596178136	1	0.386	7.71427180246983e-33	HN1
NUCKS1	3.59082433640157e-36	1.01904581266719	0.963	0.42	4.74635160785559e-32	NUCKS1
TYMS	9.48207784021289e-35	0.933020384106118	0.778	0.069	1.25334104891934e-30	TYMS
ESCO2	7.75948915496199e-34	0.634467173228841	0.556	0.001	1.02564927650288e-29	ESCO2
CCNB1	1.56705871564529e-33	1.20832708365047	0.593	0.005	2.07133821033994e-29	CCNB1
CEP55	1.68587314942203e-33	0.691357310742567	0.556	0.001	2.22838712890604e-29	CEP55
RACGAP1	3.92806367952861e-33	0.952436359019449	0.63	0.011	5.19211457160092e-29	RACGAP1
ANP32B	1.5786066077749e-32	0.976134104985254	0.889	0.67	2.08660221415686e-28	ANP32B
DEK	5.13818135463899e-32	1.07293940979936	0.963	0.564	6.79164811456181e-28	DEK
AURKB	9.72737775350708e-32	0.592139164710482	0.593	0.003	1.28576479145857e-27	AURKB
HIST1H1E	1.58516723573583e-31	0.81174951064487	0.519	0.034	2.09527405219562e-27	HIST1H1E
H1FX	1.7526031858695e-31	0.686216500781538	0.296	0.039	2.31659089108231e-27	H1FX
GMNN	5.33582784143973e-31	0.761158370743562	0.519	0.049	7.05289724081503e-27	GMNN
MXD3	7.28315200664371e-31	0.635093431357115	0.481	0.001	9.62687032238166e-27	MXD3
DNAJC9	9.07988571559579e-31	0.77273009352906	0.593	0.13	1.20017929388745e-26	DNAJC9
TUBB4B	9.24699188422488e-31	1.1922416596924	0.963	0.529	1.22226738725684e-26	TUBB4B
CCDC34	3.35217587798538e-30	0.849734991161579	0.741	0.215	4.43090607552107e-26	CCDC34
KIF20B	4.25412289052776e-30	0.722107713983011	0.556	0.007	5.6230996366996e-26	KIF20B
RAD51	6.89921306708063e-30	0.646489368835487	0.63	0.008	9.11937983206717e-26	RAD51
LBR	8.48303025185758e-30	0.871552374760985	0.778	0.137	1.12128693869054e-25	LBR
PTMA	2.87100400239582e-29	1.11849536768559	1	0.999	3.79489309036679e-25	PTMA
KIF22	3.12674893034011e-29	0.630539648765754	0.556	0.005	4.13293673612356e-25	KIF22
EZH2	7.47924416748193e-29	0.760988634682729	0.704	0.05	9.88606494057761e-25	EZH2
CKAP2	1.42084931508865e-28	0.725224507102354	0.519	0.003	1.87807862468418e-24	CKAP2
SGOL1	1.58227908502902e-28	0.592317640527483	0.519	0.004	2.09145649459136e-24	SGOL1
FBXO5	1.59614000132073e-28	0.645779393654795	0.556	0.009	2.10977785374575e-24	FBXO5
ENDOU	1.80226029124216e-28	0.496824047292901	0.148	0.032	2.38222765296389e-24	ENDOU
ANP32E	4.11404180808836e-28	0.931598995289726	0.815	0.344	5.43794046193119e-24	ANP32E
CLIC1	4.86396165565092e-28	1.03686611964647	1	0.822	6.42918451643939e-24	CLIC1
RANGAP1	5.12084340790146e-28	0.697532674863351	0.704	0.113	6.76873081656415e-24	RANGAP1
ECT2	7.93621037790644e-28	0.671950125858688	0.444	0.003	1.04900828775167e-23	ECT2
AURKA	1.13676407749544e-27	0.668560594471517	0.556	0.005	1.50257475763347e-23	AURKA
PLK1	2.00535019516186e-27	0.652812585344044	0.481	0.002	2.65067188796495e-23	PLK1
DUT	3.41777601002871e-27	0.844356214125401	0.593	0.228	4.51761633005594e-23	DUT
CENPE	7.62350713468294e-27	0.901893304480829	0.519	0.004	1.00767517306239e-22	CENPE
