p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
COLEC11	3.14455596331973e-181	1.9967648821684	0.78	0.046	4.15647407231602e-177	COLEC11
VTN	1.29084910542922e-127	1.63092511050286	0.593	0.004	1.70624434755634e-123	VTN
RGS5	1.37717676181676e-105	2.42129705798125	0.805	0.158	1.82035224376939e-101	RGS5
NOTCH3	7.80538868707781e-87	0.870120957922552	0.626	0.051	1.03171627665794e-82	NOTCH3
NDUFA4L2	1.79622579896868e-83	1.46181476654609	0.748	0.111	2.3742512610768e-79	NDUFA4L2
HIGD1B	3.51821134166684e-74	1.15754785186328	0.447	0.009	4.65037175141523e-70	HIGD1B
IFITM1	4.13897944021648e-72	1.27025988495036	0.52	0.02	5.47090302407814e-68	IFITM1
KCNJ8	9.12510796924565e-71	1.19274228334348	0.431	0.182	1.20615677137489e-66	KCNJ8
SEPT4	2.03904876963623e-68	0.897735726153509	0.496	0.136	2.69521466370517e-64	SEPT4
SEPT7	6.39149750003856e-64	0.792228992381267	0.967	0.802	8.44828139555096e-60	SEPT7
COG7	8.0836450840567e-63	0.445795276514571	0.301	0.095	1.06849620721062e-58	COG7
CCL19	6.0374357871595e-58	1.78072017756952	0.504	0.124	7.98028262346743e-54	CCL19
EPHX3	2.77824806861379e-56	0.585356260372238	0.301	0.003	3.67228829709371e-52	EPHX3
STEAP4	5.75211767421076e-53	1.08560856683726	0.553	0.123	7.60314914177179e-49	STEAP4
ADAMTS4	8.73602186572995e-49	1.11756160360476	0.504	0.059	1.15472737021218e-44	ADAMTS4
PTP4A3	3.34629420653436e-45	0.779977872753709	0.634	0.379	4.42313168219711e-41	PTP4A3
VSTM4	3.64097716711102e-45	0.489758331649958	0.35	0.119	4.81264361948735e-41	VSTM4
GPC6	1.80944769822297e-44	0.718651760914279	0.667	0.383	2.39172796751113e-40	GPC6
DTX3	4.58081806231674e-44	0.540250193423964	0.561	0.32	6.05492531477027e-40	DTX3
RGS16	5.9751192710379e-44	0.967677769884625	0.358	0.023	7.89791265245789e-40	RGS16
SDC1	3.82949686643389e-40	0.764999191255623	0.61	0.198	5.06182895805231e-36	SDC1
EDNRA	5.8264493910871e-40	0.44654053982765	0.366	0.035	7.70140080513893e-36	EDNRA
EBF1	1.54470550709963e-39	0.755832395921365	0.846	0.499	2.04179173928429e-35	EBF1
IGFBP5	1.83515917285051e-39	0.734857437473239	0.699	0.156	2.4257133946738e-35	IGFBP5
ID4	3.36907969763176e-39	0.691481399490281	0.463	0.19	4.45324954432967e-35	ID4
CCL11	7.24624977045857e-39	1.35621195596088	0.39	0.03	9.57809294659214e-35	CCL11
SEPT11	3.6713513114221e-37	0.543077211034749	0.553	0.214	4.85279216343774e-33	SEPT11
IL6	5.68097993031449e-37	1.84895112489612	0.512	0.132	7.5091192718897e-33	IL6
CXCL1	8.67575029264488e-36	1.627449992904	0.748	0.357	1.1467606736818e-31	CXCL1
SLC11A1	1.0825624770568e-35	0.562145629090215	0.439	0.052	1.43093108217367e-31	SLC11A1
GPX3	2.82012403082972e-34	1.21493657870862	0.756	0.285	3.72763994395072e-30	GPX3
KCNE4	5.15286599528878e-34	0.749181273632289	0.472	0.159	6.8110582725727e-30	KCNE4
