p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
ACTA2	0	1.5327438632635	1	0.772	0	ACTA2
MYL9	0	1.52403048216136	1	0.664	0	MYL9
TPM2	0	1.4659419648887	1	0.674	0	TPM2
TAGLN	0	1.3682433733018	1	0.683	0	TAGLN
CNN1	0	1.33523740867646	1	0.465	0	CNN1
MYH11	0	1.27089064953567	1	0.451	0	MYH11
SOST	0	1.2370829131458	0.915	0.239	0	SOST
DSTN	0	1.23419008334406	1	0.936	0	DSTN
CSRP1	0	1.21905278247075	0.999	0.743	0	CSRP1
PPP1R14A	0	1.19897026913905	0.992	0.45	0	PPP1R14A
CSRP2	0	1.18099941815677	1	0.804	0	CSRP2
TPM1	0	1.13487347125141	1	0.724	0	TPM1
MYL6	0	1.13028239532301	1	0.992	0	MYL6
ACTG2	0	1.12171116899332	0.749	0.206	0	ACTG2
LMOD1	0	1.0815499917662	0.996	0.461	0	LMOD1
FLNA	0	1.0689896795338	0.997	0.658	0	FLNA
FBXL22	0	1.05167221617378	0.91	0.232	0	FBXL22
SH3BGR	0	1.03983290276358	0.942	0.253	0	SH3BGR
MYLK	0	1.00571367984279	0.992	0.448	0	MYLK
ACTN1	0	0.9950766280128	0.999	0.657	0	ACTN1
HSPB6	0	0.976641351148607	0.957	0.299	0	HSPB6
CALD1	0	0.976473766962423	1	0.77	0	CALD1
ITGA8	0	0.963636989345139	0.979	0.36	0	ITGA8
CPE	0	0.929011990774657	1	0.815	0	CPE
HSPB1	0	0.899531188691661	0.995	0.807	0	HSPB1
FBLIM1	0	0.895386283369947	0.987	0.532	0	FBLIM1
NOV	0	0.891229733049178	0.885	0.271	0	NOV
PBXIP1	0	0.880240384990461	0.989	0.59	0	PBXIP1
MSRB1	0	0.879340654450153	0.939	0.437	0	MSRB1
RAMP1	0	0.837979809765547	0.935	0.318	0	RAMP1
SMTN	0	0.83279301335848	0.952	0.397	0	SMTN
SYNPO2	0	0.827223782655116	0.877	0.247	0	SYNPO2
MAP1B	0	0.822840689349857	0.99	0.609	0	MAP1B
ST5	0	0.802025650394545	0.845	0.236	0	ST5
TCAP	0	0.789857237244171	0.759	0.242	0	TCAP
FHL1	0	0.786537862230308	0.998	0.786	0	FHL1
