p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
CD74	0	4.16147257065322	0.951	0.18	0	CD74
C1QB	0	3.00650583831397	0.914	0.08	0	C1QB
C1QA	0	2.96813214579067	0.911	0.079	0	C1QA
CTSS	0	2.80852449842762	0.998	0.048	0	CTSS
C1QC	0	2.76530445974807	0.91	0.059	0	C1QC
FCER1G	0	2.57074110552862	0.997	0.057	0	FCER1G
IL1B	0	2.46420960042124	0.626	0.023	0	IL1B
TYROBP	0	2.46147159249318	0.998	0.055	0	TYROBP
CXCL2	0	2.42905587485573	0.712	0.093	0	CXCL2
CD14	0	2.42000122989864	0.926	0.062	0	CD14
CD52	0	2.19798606755173	0.969	0.05	0	CD52
CTSC	0	1.91194416419515	0.949	0.177	0	CTSC
CD83	0	1.90842956718333	0.837	0.033	0	CD83
MS4A7	0	1.86697905416698	0.771	0.028	0	MS4A7
LAPTM5	0	1.84851257697559	0.98	0.05	0	LAPTM5
COTL1	0	1.71847515756314	0.937	0.125	0	COTL1
CORO1A	0	1.64199673215991	0.897	0.046	0	CORO1A
SH3BGRL3	0	1.62916757967909	1	0.686	0	SH3BGRL3
CSF1R	0	1.57765383717097	0.896	0.034	0	CSF1R
UNC93B1	0	1.57519080663077	0.952	0.122	0	UNC93B1
AIF1	0	1.56962007166449	0.847	0.027	0	AIF1
ALOX5AP	0	1.56460491702733	0.943	0.043	0	ALOX5AP
UCP2	0	1.56150011788698	0.934	0.08	0	UCP2
LCP1	0	1.55490176637131	0.906	0.041	0	LCP1
CD72	0	1.53767057454848	0.735	0.015	0	CD72
SRGN	0	1.51809926132696	0.923	0.139	0	SRGN
CD68	0	1.51325844120978	0.867	0.048	0	CD68
PLD4	0	1.44708062406848	0.88	0.028	0	PLD4
CYBA	0	1.43482494104819	0.995	0.717	0	CYBA
FXYD5	0	1.42587762956955	0.974	0.431	0	FXYD5
SPI1	0	1.41036886575154	0.917	0.027	0	SPI1
CD53	0	1.40436485826647	0.929	0.05	0	CD53
LGMN	0	1.39069018730951	0.939	0.54	0	LGMN
LY86	0	1.39011611313138	0.859	0.022	0	LY86
RGS1	0	1.38176627379549	0.543	0.022	0	RGS1
CXCL16	0	1.35877534338721	0.873	0.199	0	CXCL16
RGS10	0	1.30475693293988	0.873	0.138	0	RGS10
C5AR1	0	1.3016366846948	0.732	0.026	0	C5AR1
FCGR2B	0	1.28805954664128	0.817	0.031	0	FCGR2B
IFI30	0	1.27972096859367	0.796	0.158	0	IFI30
CTSH	0	1.27346729835152	0.977	0.537	0	CTSH
LSP1	0	1.26820503186237	0.811	0.277	0	LSP1
CFP	0	1.26760543511947	0.699	0.034	0	CFP
ADGRE1	0	1.23465599243698	0.747	0.025	0	ADGRE1
SLAMF9	0	1.22056006207394	0.73	0.046	0	SLAMF9
PLEK	0	1.21443207598979	0.784	0.037	0	PLEK
LST1	0	1.19432529912664	0.779	0.035	0	LST1
PTPN18	0	1.18173694997118	0.848	0.064	0	PTPN18
PSAP	0	1.17009990211342	0.998	0.969	0	PSAP
HEXB	0	1.16965458066844	0.859	0.464	0	HEXB
TREM2	0	1.13502635407686	0.644	0.037	0	TREM2
CTSB	0	1.13396059117942	0.986	0.972	0	CTSB
GRN	0	1.11868582406408	0.949	0.658	0	GRN
TLR2	0	1.11670202398108	0.732	0.134	0	TLR2
GMFG	0	1.1069724269286	0.824	0.052	0	GMFG
FYB	0	1.094501381805	0.762	0.043	0	FYB
CTSZ	0	1.09277079904747	0.989	0.707	0	CTSZ
ARHGDIB	0	1.08754292514416	0.911	0.3	0	ARHGDIB
MRC1	0	1.06744505704904	0.638	0.027	0	MRC1
C3AR1	0	1.05581912576774	0.687	0.021	0	C3AR1
FAM49B	0	1.05218298238473	0.825	0.152	0	FAM49B
HCLS1	0	1.0392729437975	0.782	0.037	0	HCLS1
B2M	0	1.03463868158343	1	0.989	0	B2M
CLEC12A	0	1.02791444528757	0.686	0.018	0	CLEC12A
CYBB	0	0.99614350809512	0.733	0.022	0	CYBB
ATOX1	0	0.992878122871693	0.977	0.802	0	ATOX1
RAC2	0	0.980718055309416	0.745	0.039	0	RAC2
PTPRC	0	0.97822737573201	0.75	0.034	0	PTPRC
TM6SF1	0	0.972740205019968	0.798	0.1	0	TM6SF1
MPEG1	0	0.956699426427834	0.66	0.013	0	MPEG1
CD48	0	0.954497253483817	0.761	0.027	0	CD48
EFHD2	0	0.953206427561528	0.873	0.295	0	EFHD2
NPC2	0	0.945214096548509	0.991	0.76	0	NPC2
CSF2RA	0	0.936794140842232	0.715	0.077	0	CSF2RA
SELPLG	0	0.913434147711518	0.713	0.038	0	SELPLG
EVI2A	0	0.910230762803543	0.747	0.035	0	EVI2A
SNX5	0	0.904722899090859	0.821	0.259	0	SNX5
CD86	0	0.904414197829335	0.676	0.019	0	CD86
ACTR3	0	0.904217346840204	0.946	0.638	0	ACTR3
CTSA	0	0.902783221687863	0.885	0.461	0	CTSA
PLBD1	0	0.900902193227422	0.564	0.01	0	PLBD1
SLC15A3	0	0.874508318932389	0.617	0.022	0	SLC15A3
PTPN6	0	0.873843277703705	0.666	0.022	0	PTPN6
BASP1	0	0.872610932609942	0.574	0.022	0	BASP1
CYTH4	0	0.866876021650567	0.716	0.023	0	CYTH4
MAN2B1	0	0.86558032244328	0.784	0.226	0	MAN2B1
TPD52	0	0.856789676674664	0.765	0.185	0	TPD52
